"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l étranger","","Oui","Groupe LPF","Chef de projet",32400,"Oui",39000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur développeur ",30000,"Non",30000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Grand Est","Non","","Digital Marketing Strategist",NA,"",NA," Moins de 10 salarié(e)s ","Santé humaine et action sociale","Oui","PROTIP Medicam"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l étranger","","Oui","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l étranger","","Oui","","",NA,"Oui",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","Veolia","Ingénieure Projets Techniques",34490,"Non",34490,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Groupe MERLIN","Ingenieur d etudes Hydrauliques ",28000,"Oui",30000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","HARTWOOD","Key Account Manager",39000,"Oui",52000,"","","",""
NA,"Mission d intérim","En France","Occitanie","Oui","Thales","Ingénieur développement test charge utile",32000,"Oui",32000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur Dévelopeur",33000,"Non",33000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","GROUPE ALSTOM","Ingénieur Logiciel",37000,"Oui",39000,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Île-de-France","Non","","Ingénieur en intégration et définition hardware",36000,"Non",36000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur développement logiciel",31500,"Oui",32000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur Process - Préparation et nettoyage de surface",35800,"Oui",40000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Capgemini","Chef de projet",35400,"Oui",35750,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","Groupe Charles André","Analyste - Développeur",30000,"Oui",34000,"","","",""
NA,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Enseignement, recherche","Oui","CNRS"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","VICAT","Chargé de projet R&D",37500,"Oui",37500,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Altereo","",26400,"Non",26400,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","APF","Ingénieur Développement",32000,"Non",32000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","SERMA GROUP","Ingénieur Electronique",36000,"Non",36000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Senior Consultant en Sécurité des SI",42000,"Oui",47000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Automaticien",35000,"Non",35000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","FOSELEV","ASSISTANT CHEF DE PROJET",32500,"Oui",32500,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Oui","IREM","Ingénieur Soudeur IWE",39000,"Oui",44000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","","Oui","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Inspecteur dans un service d inspection reconnu",33000,"Oui",38000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Oui","Eiffage","Responsable contrat de maintenance",34500,"Oui",37400,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Responsable de Projet Adjoint",34800,"Oui",38000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","","Cadre R&D",NA,"Oui",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","","Coordinatrice QHSE",34000,"Oui",35000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Île-de-France","Non","","Chargee de pays Cambodge",NA,"Non",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur consultant",31000,"Oui",49000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Assistante du direction",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Hauts-de-France","Oui","","Ingénieur process",37000,"Oui",41000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Non","Capfruit"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Centre-Val de Loire","Oui","Andros","Chef d équipe production",28000,"Oui",33000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Non","Regilait"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","MPA","",36000,"Oui",38000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Bourgogne-Franche-Comté","Oui","EDF","Ingénieur conduite et d essai",50000,"Oui",70000,"","","",""
NA,"","En France","Occitanie","Oui","","Formation de reconversion professionnelle en Business Intelligence",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Nouvelle-Aquitaine","Oui","Danone ","Ingénieur Qualité Opérationnelle Ligne Pots",36000,"Oui",44000,"5 000 salarié(e)s ou plus","Industrie agroalimentaire ","Oui","Bledina "
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Dev logiciel",31000,"Non",31000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"De 20 à 49 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l exception des machines et des équipements","Oui","METALSCAN SAS"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Engie ineo","Ingénieur étude et développement",40000,"Non",40000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Auvergne-Rhône-Alpes","Non","","Chargé d affaires",24000,"Oui",26000,"","","",""
NA,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d équipements, ...)","Oui","Arjowiggins Security"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Grand Est","Oui","EUROFINS","Ingenieure projets",33000,"Oui",35000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","groupe rossignol","ingénieur qualité fournisseur",31000,"Non",31000,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Hexcel"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","AKKA Technologies","Cadre ITIM",36000,"Non",36000,"5 000 salarié(e)s ou plus","Industrie des technologies de l Information et de la Communication (TIC)","Oui","CGI"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Centre-Val de Loire","Non","","Ingénieur chargé de projets",35100,"Oui",39500,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Consultante IT",NA,"Non",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","ANDROS SNC","Ingénieur process ",35000,"Oui",39000,"250 à  4 999 salarié(e)s ","Industrie agroalimentaire ","Non","Eckes Granini France "
NA,"","A l étranger","","Non","","Monitrice de snowboard",40000,"Non",40000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Sociétés de conseil, bureaux d études","Oui","Elsys Design"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Osisoft","Product support engineer",44000,"Oui",44000,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"","","","","","",NA,"",NA," Moins de 10 salarié(e)s ","Activités informatiques et services d information (TIC services)","Oui","Babyprogress"
NA,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","INGENIEUR DE RECHERCHE",30950,"Non",30950,"De 10 à 19 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d équipements, ...)","Oui","ELA Innovation"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Oui","Groupe LGM","Ingénieur en sûreté de fonctionnement",35000,"Oui",37000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Pays de la Loire","Non","","coordinateur technique",28200,"Oui",30000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","Nexter","Ingénieur Méthode Structures Mécano-Soudées",37000,"Oui",37000,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","","","Ingénieur d appui à la recherche",NA,"Non",NA,"De 10 à 19 salarié(e)s ","Autres secteurs ","Oui","Octipass"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l étranger","","Oui","Freedman Electronics","Firmware Engineer",45000,"Non",45000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Oui","Kaefer","Responsable préparation chantier",33600,"Oui",54320,"","","",""
NA,"","","","","","",NA,"",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Oui","","testeur fonctionnel",27500,"Non",27500,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingenieur Gestion de Projet",33000,"Non",33000,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Provence-Alpes-Côte d Azur","Non","","Ingénieur R&D biologie",31400,"Non",31400,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur d Affaires / Business Manager",30000,"Oui",36000,"5 000 salarié(e)s ou plus","Sociétés de conseil, bureaux d études","Oui","Sopra Steria"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur d études",29000,"Non",29000,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Auvergne-Rhône-Alpes","Oui","Bureau Veritas","Ingénieur Spécialiste en Soudage, chargé d affaire",34500,"Oui",34500,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Bourgogne-Franche-Comté","Oui","Véolia","Ingénieur Bureau d Etude à la direction des opérations",37000,"Non",37000,"5 000 salarié(e)s ou plus","Production et distribution d eau assainissement, gestion des déchets et dépollution","Non","Véolia Eau - Compagnie Générale des Eaux"
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d Azur","Non","","Co-fondateur",NA,"Oui",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","CGI","Ingénieur en technologie de l information",30000,"Oui",32000,"","","",""
NA,"Apprentissage","En France","Centre-Val de Loire","Oui","LVMH","Chargée d innovation maquillage",NA,"Oui",NA,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Developpeur Front end",32500,"Oui",33000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Software Engineer",39000,"Non",39000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Capgemini","Consultant",30000,"Oui",32000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Sopra","Développeur senior fullstack",36400,"Non",36400,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Safran Group","Software Engineer DevOps",42000,"Oui",45000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","magneti marelli","Hardware ingenieur ",NA,"Non",NA,"","","",""
NA,"CDD (contrat de travail à durée déterminée)","En France","Île-de-France","Oui","Total","Chef de projet innovation",33000,"Oui",40000,"","","",""
NA,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Activités informatiques et services d information (TIC services)","Oui","Smile"
NA,"","","","","","",NA,"",NA,"","Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)","Non","MESolShare "
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Chef de projet IT",37000,"Oui",37800,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur en développement mobile ",29800,"Non",29800,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","","","conceptrice developpeuse ",34000,"Oui",40000,"","","",""
NA,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur d études et développement",28200,"Oui",30550,"","","",""
