"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi"
NA,18000,"Homme",2018,"STE","Oui","","Non",18000,NA,"",NA
NA,12000,"Homme",2016,"MI","Oui","","Non",12000,34500,"Oui",38000
NA,24612,"Femme",2017,"STE","Oui","","Non",24612,NA,"",NA
NA,33500,"Femme",2017,"GBA","Oui","","Non",33500,NA,"",NA
NA,38000,"Homme",2017,"STE","Oui","","Non",38000,NA,"",NA
NA,30000,"Femme",2018,"GBA","Oui","","Oui",36000,NA,"",NA
NA,28600,"Homme",2017,"GBA","Oui","","Oui",31000,NA,"Non",NA
NA,33500,"Femme",2016,"GBA","Oui","","Oui",34500,NA,"",NA
NA,28000,"Homme",2016,"STE","Oui","","Non",28000,NA,"",NA
NA,28000,"Homme",2018,"STE","Oui","","Non",28000,NA,"",NA
NA,21600,"Homme",2017,"GBA","Oui","","Non",21600,NA,"",NA
NA,30000,"Femme",2017,"STE","Oui","","Oui",40800,18255,"Non",18255
NA,32000,"Femme",2017,"GBA","Oui","","Non",32000,NA,"",NA
NA,35520,"Homme",2016,"IG","Oui","","Oui",43600,NA,"",NA
NA,31000,"Homme",2016,"SE-app","Oui","","Oui",32000,NA,"",NA
NA,33000,"Homme",2017,"EGC-app","Oui","","Oui",33000,NA,"",NA
NA,28150,"Femme",2016,"EGC-app","Oui","","Oui",30500,NA,"",NA
NA,26000,"Homme",2018,"EGC-app","Oui","","Non",26000,NA,"",NA
NA,30000,"Homme",2017,"EGC-app","Oui","","Non",30000,25000,"Non",25000
NA,36000,"Homme",2016,"EGC-app","Oui","","Oui",42000,NA,"",NA
NA,24600,"Femme",2016,"STE","Oui","","Non",24600,28000,"Non",28000
NA,28000,"Femme",2016,"EGC-app","Oui","","Oui",28000,NA,"",NA
NA,34560,"Femme",2017,"EGC-app","Oui","","Oui",40300,NA,"",NA
NA,27000,"Homme",2018,"GBA","Oui","","Oui",30000,NA,"",NA
NA,31000,"Homme",2018,"MEA","Oui","","Non",31000,NA,"",NA
NA,33500,"Homme",2017,"MI","Oui","","Non",33500,NA,"",NA
NA,29640,"Femme",2017,"MAT","Oui","","Oui",29640,NA,"",NA
NA,33600,"Femme",2017,"MAT","Oui","","Oui",36400,NA,"",NA
NA,30000,"Homme",2018,"MAT","Oui","","Oui",33000,NA,"",NA
NA,38000,"Femme",2017,"MI","Non","Marocaine","Non",38000,NA,"",NA
NA,34000,"Femme",2016,"MAT","Oui","","Oui",35400,32000,"Non",32000
NA,31000,"Homme",2017,"MAT","Oui","","Oui",33000,NA,"",NA
NA,31200,"Femme",2018,"MAT","Oui","","Oui",34300,NA,"",NA
NA,38000,"Homme",2018,"MAT","Oui","","Non",38000,NA,"",NA
NA,33780,"Homme",2016,"MAT","Oui","","Non",33780,NA,"",NA
NA,33980,"Homme",2016,"MAT","Oui","","Oui",36800,NA,"",NA
NA,32824,"Homme",2017,"MI","Oui","","Non",32854,NA,"",NA
NA,35000,"Homme",2017,"MAT","Oui","","Oui",40000,30000,"Oui",33000
NA,37400,"Homme",2016,"MI","Oui","","Non",37400,NA,"",NA
NA,36000,"Homme",2016,"MAT","Oui","","Oui",42700,NA,"",NA
NA,32308,"Homme",2018,"MSI-app","Oui","","Oui",35000,NA,"",NA
NA,32500,"Homme",2018,"MSI-app","Oui","","Oui",32500,NA,"",NA
NA,36000,"Homme",2018,"MSI-app","Oui","","Oui",40000,43000,"Oui",46000
NA,32000,"Homme",2018,"MSI-app","Oui","","Oui",33000,NA,"",NA
NA,32000,"Homme",2017,"MAT","Oui","","Oui",33000,NA,"",NA
NA,33600,"Homme",2018,"MSI-app","Oui","","Non",33600,NA,"",NA
NA,39000,"Homme",2017,"MSI-app","Oui","","Non",39000,NA,"",NA
NA,28000,"Homme",2017,"MSI-app","Oui","","Oui",50000,NA,"",NA
NA,35000,"Femme",2018,"GBA","Oui","","Oui",35000,NA,"Non",NA
NA,35000,"Homme",2016,"MSI-app","Oui","","Oui",40000,32000,"Oui",33000
NA,29000,"Homme",2016,"MAT","Oui","","Non",29000,29000,"Non",29000
NA,30000,"Femme",2018,"GBA","Oui","","Non",30000,NA,"",NA
NA,34000,"Femme",2016,"GBA","Oui","","Oui",34000,NA,"",NA
NA,28680,"Homme",2018,"MI","Oui","","Non",28680,NA,"",NA
NA,36000,"Homme",2017,"MSI-app","Oui","","Oui",40000,NA,"",NA
NA,35000,"Homme",2017,"MAT","Oui","","Oui",47000,NA,"",NA
NA,28000,"Homme",2018,"MAT","Oui","","Oui",28500,NA,"",NA
NA,34000,"Femme",2018,"GBA","Oui","","Oui",36000,NA,"",NA
NA,39000,"Homme",2016,"MSI-app","Oui","","Oui",45000,NA,"",NA
NA,33500,"Homme",2018,"SE-app","Oui","","Oui",35000,NA,"",NA
NA,30000,"Homme",2016,"MSI-app","Oui","","Oui",30000,NA,"",NA
NA,36000,"Homme",2017,"MSI-app","Oui","","Oui",39000,NA,"",NA
NA,36000,"Homme",2018,"MSI-app","Oui","","Oui",42000,NA,"",NA
NA,32000,"Homme",2018,"MSI-app","Oui","","Non",32000,NA,"",NA
NA,37500,"Homme",2016,"MSI-app","Oui","","Oui",40600,NA,"",NA
NA,30000,"Homme",2016,"IG","Oui","","Oui",108000,NA,"",NA
NA,30400,"Femme",2017,"IG","Oui","","Oui",35000,NA,"",NA
NA,29493,"Homme",2017,"IG","Oui","","Oui",32500,NA,"",NA
NA,24636,"Homme",2018,"IG","Oui","","Oui",24636,NA,"",NA
NA,34000,"Homme",2018,"IG","Oui","","Non",34000,NA,"",NA
NA,36000,"Homme",2016,"IG","Oui","","Non",36000,33700,"Non",33700
NA,27440,"Homme",2018,"IG","Oui","","Oui",30000,NA,"",NA
NA,45000,"Homme",2016,"IG","Oui","","Oui",56000,NA,"",NA
NA,32000,"Homme",2017,"IG","Non","Marocaine","Oui",36000,NA,"",NA
NA,36536,"Homme",2016,"MSI-app","Oui","","Oui",40000,NA,"",NA
NA,28000,"Homme",2018,"IG","Oui","","Oui",29000,NA,"",NA
NA,36000,"Femme",2016,"IG","Oui","","Oui",40320,NA,"",NA
NA,32000,"Homme",2018,"IG","Oui","","Non",32000,NA,"",NA
NA,40000,"Homme",2017,"IG","Oui","","Non",40000,34000,"Non",34000
NA,64000,"Homme",2016,"MSI-app","Oui","","Oui",70000,NA,"",NA
NA,41000,"Homme",2016,"MSI-app","Oui","","Non",41000,32500,"Non",32500
NA,36000,"Homme",2016,"MSI-app","Oui","","Non",36000,NA,"",NA
NA,36000,"Homme",2016,"MAT","Oui","","Oui",37000,NA,"",NA
NA,29500,"Homme",2017,"MEA","Oui","","Non",29500,NA,"",NA
NA,31000,"Homme",2018,"MEA","Oui","","Oui",31000,NA,"",NA
NA,37200,"Homme",2018,"MEA","Non","Tunisienne","Oui",42000,NA,"",NA
NA,31560,"Homme",2018,"MEA","Oui","","Oui",35000,NA,"",NA
NA,30000,"Homme",2017,"MEA","Non","Brésilienne","Non",30000,NA,"",NA
NA,30000,"Homme",2017,"MEA","Oui","","Oui",33000,NA,"",NA
NA,31000,"Homme",2016,"MEA","Oui","","Non",31000,26000,"Oui",27500
NA,38000,"Homme",2018,"IG","Oui","","Non",38000,NA,"",NA
NA,29280,"Femme",2016,"GBA","Oui","","Oui",31720,NA,"",NA
NA,57915,"Homme",2016,"MEA","Oui","","Oui",63180,NA,"",NA
NA,36000,"Femme",2018,"MEA","Oui","","Oui",40000,NA,"",NA
NA,28000,"Homme",2018,"MEA","Oui","","Non",28000,NA,"",NA
NA,34500,"Homme",2017,"MEA","Oui","","Non",34500,NA,"",NA
NA,35000,"Homme",2017,"MEA","Oui","","Oui",35000,NA,"",NA
NA,30000,"Homme",2018,"MAT","Oui","","Non",30000,NA,"",NA
NA,31000,"Femme",2016,"MEA","Oui","","Non",31000,NA,"",NA
NA,30120,"Homme",2017,"IG","Oui","","Oui",33600,NA,"",NA
NA,36500,"Homme",2017,"MAT","Oui","","Oui",36500,20000,"Non",20000
NA,33000,"Homme",2016,"EGC-app","Oui","","Oui",35750,NA,"",NA
NA,33000,"Homme",2017,"MEA","Oui","","Oui",36000,32000,"Non",32000
NA,32000,"Homme",2016,"MEA","Oui","","Oui",32000,NA,"",NA
NA,26400,"Homme",2018,"EGC-app","Oui","","Non",26400,NA,"",NA
NA,31200,"Femme",2016,"MAT","Oui","","Oui",39000,NA,"",NA
NA,33000,"Homme",2018,"MEA","Oui","","Oui",35000,NA,"",NA
NA,35500,"Homme",2016,"IG","Oui","","Oui",39000,30500,"Oui",32000
NA,29000,"Homme",2017,"IG","Oui","","Oui",32000,30000,"Non",30000
NA,38000,"Homme",2016,"MEA","Oui","","Non",38000,NA,"",NA
NA,21000,"Homme",2016,"MAT","Oui","","Non",21000,31000,"Non",31000
NA,32000,"Homme",2016,"MAT","Oui","","Oui",32000,28500,"Non",28500
NA,33600,"Homme",2018,"MAT","Oui","","Non",33600,NA,"Oui",NA
NA,36000,"Femme",2018,"MEA","Non","Tunisienne","Non",36000,NA,"",NA
NA,34000,"Homme",2016,"MAT","Oui","","Non",34000,29450,"Non",29450
NA,30000,"Femme",2016,"MAT","Oui","","Oui",32000,NA,"",NA
NA,28200,"Homme",2017,"MI","Oui","","Non",28200,28000,"Non",28000
NA,31163,"Homme",2016,"IG","Oui","","Oui",32584,NA,"",NA
NA,32760,"Femme",2018,"GBA","Oui","","Oui",32760,NA,"",NA
NA,33600,"Homme",2016,"MAT","Oui","","Non",33600,NA,"",NA
NA,32000,"Homme",2017,"MAT","Oui","","Oui",35000,NA,"",NA
NA,50000,"Homme",2017,"SE-app","Oui","","Oui",60000,NA,"",NA
NA,55000,"Homme",2016,"IG","Oui","","Oui",80000,NA,"",NA
NA,34000,"Femme",2016,"GBA","Oui","","Non",34000,24000,"Non",24000
NA,31200,"Femme",2018,"GBA","Oui","","Oui",33800,26400,"Oui",28600
NA,40000,"Femme",2017,"GBA","Oui","","Oui",40000,NA,"",NA
NA,34000,"Femme",2018,"GBA","Oui","","Non",34000,NA,"",NA
NA,33000,"Femme",2018,"MAT","Oui","","Non",33000,NA,"",NA
NA,28600,"Femme",2016,"GBA","Oui","","Non",28600,NA,"",NA
NA,26400,"Homme",2018,"MEA","Oui","","Oui",30000,NA,"",NA
NA,32000,"Homme",2018,"MAT","Oui","","Oui",32000,NA,"",NA
NA,42000,"Homme",2017,"IG","Non","","Non",42000,NA,"",NA
NA,15000,"Homme",2016,"MEA","Oui","","Non",15000,NA,"",NA
NA,35000,"Homme",2016,"EGC-app","Oui","","Non",35000,NA,"",NA
NA,33000,"Homme",2018,"SE-app","Oui","","Oui",35000,NA,"",NA
NA,30600,"Femme",2018,"SE-app","Oui","","Oui",34400,NA,"",NA
NA,23500,"Homme",2016,"GBA","Oui","","Oui",25500,22000,"Non",22000
NA,32400,"Homme",2016,"MI","Oui","","Oui",39000,NA,"",NA
NA,30000,"Femme",2018,"IG","Oui","","Non",30000,NA,"",NA
NA,34490,"Femme",2018,"STE","Oui","","Non",34490,NA,"",NA
NA,28000,"Femme",2017,"STE","Oui","","Oui",30000,NA,"",NA
NA,39000,"Homme",2016,"MEA","Oui","","Oui",52000,NA,"",NA
NA,32000,"Homme",2018,"SE-app","Oui","","Oui",32000,NA,"",NA
NA,33000,"Homme",2018,"IG","Oui","","Non",33000,NA,"",NA
NA,37000,"Homme",2017,"MEA","Non","Chinoise","Oui",39000,NA,"",NA
NA,36000,"Homme",2018,"MEA","Oui","","Non",36000,NA,"",NA
NA,31500,"Homme",2017,"MEA","Non","","Oui",32000,NA,"",NA
NA,35800,"Homme",2016,"MAT","Oui","","Oui",40000,NA,"",NA
NA,35400,"Femme",2017,"IG","Oui","","Oui",35750,NA,"",NA
NA,30000,"Homme",2017,"MEA","Non","","Oui",34000,NA,"",NA
NA,37500,"Homme",2016,"MAT","Oui","","Oui",37500,NA,"",NA
NA,26400,"Femme",2017,"STE","Oui","","Non",26400,NA,"",NA
NA,32000,"Homme",2017,"MEA","Non","Marocaine","Non",32000,NA,"",NA
NA,36000,"Homme",2016,"MEA","Oui","","Non",36000,NA,"",NA
NA,42000,"Homme",2016,"IG","Oui","","Oui",47000,NA,"",NA
NA,35000,"Homme",2017,"SE-app","Oui","","Non",35000,NA,"",NA
NA,32500,"Homme",2018,"MSI-app","Oui","","Oui",32500,NA,"",NA
NA,39000,"Homme",2017,"MSI-app","Oui","","Oui",44000,NA,"",NA
NA,33000,"Homme",2017,"MSI-app","Oui","","Oui",38000,NA,"",NA
NA,34500,"Homme",2017,"MSI-app","Oui","","Oui",37400,NA,"",NA
NA,34800,"Homme",2018,"MSI-app","Oui","","Oui",38000,NA,"",NA
NA,34000,"Femme",2016,"GBA","Oui","","Oui",35000,NA,"",NA
NA,31000,"Homme",2018,"GBA","Oui","","Oui",49000,NA,"",NA
NA,37000,"Homme",2017,"GBA","Oui","","Oui",41000,25000,"Oui",36000
NA,28000,"Femme",2016,"GBA","Oui","","Oui",33000,22000,"Non",22000
NA,36000,"Femme",2017,"GBA","Non","Tunisienne","Oui",38000,NA,"",NA
NA,50000,"Homme",2018,"MSI-app","Oui","","Oui",70000,NA,"",NA
NA,36000,"Femme",2017,"GBA","Oui","","Oui",44000,34500,"Oui",40000
NA,31000,"Homme",2017,"MEA","Oui","","Non",31000,NA,"",NA
NA,40000,"Homme",2016,"MEA","Oui","","Non",40000,NA,"",NA
NA,24000,"Homme",2016,"GBA","Non","Tunisienne","Oui",26000,NA,"",NA
NA,33000,"Femme",2018,"MAT","Oui","","Oui",35000,NA,"",NA
NA,31000,"Femme",2016,"MAT","Oui","","Non",31000,31000,"Oui",35000
NA,36000,"Homme",2016,"MAT","Oui","","Non",36000,29000,"Non",29000
NA,35100,"Homme",2016,"MAT","Oui","","Oui",39500,NA,"",NA
NA,35000,"Femme",2016,"GBA","Oui","","Oui",39000,21600,"Non",21600
NA,40000,"Femme",2017,"GBA","Oui","","Non",40000,NA,"",NA
NA,44000,"Femme",2018,"MEA","Non","Tunisienne","Oui",44000,NA,"",NA
NA,30950,"Homme",2016,"MEA","Oui","","Non",30950,32000,"Non",32000
NA,35000,"Homme",2016,"MEA","Oui","","Oui",37000,NA,"",NA
NA,28200,"Homme",2018,"MAT","Oui","","Oui",30000,NA,"",NA
NA,37000,"Homme",2017,"MSI-app","Oui","","Oui",37000,NA,"",NA
NA,45000,"Homme",2016,"MEA","Oui","","Non",45000,NA,"",NA
NA,33600,"Homme",2017,"GBA","Non","Marocaine","Oui",54320,NA,"",NA
NA,27500,"Femme",2017,"IG","Non","Chinoise","Non",27500,NA,"",NA
NA,33000,"Homme",2017,"MAT","Oui","","Non",33000,NA,"",NA
NA,31400,"Homme",2017,"GBA","Oui","","Non",31400,NA,"",NA
NA,30000,"Homme",2017,"IG","Oui","","Oui",36000,30000,"Oui",33000
NA,29000,"Femme",2017,"STE","Oui","","Non",29000,NA,"",NA
NA,34500,"Homme",2017,"MSI-app","Oui","","Oui",34500,NA,"",NA
NA,37000,"Homme",2016,"STE","Oui","","Non",37000,27240,"Non",27240
NA,30000,"Homme",2018,"IG","Oui","","Oui",32000,NA,"",NA
NA,32500,"Homme",2018,"IG","Oui","","Oui",33000,NA,"",NA
NA,39000,"Homme",2018,"IG","Oui","","Non",39000,NA,"",NA
NA,30000,"Homme",2017,"IG","Oui","","Oui",32000,NA,"",NA
NA,36400,"Homme",2016,"IG","Oui","","Non",36400,NA,"",NA
NA,42000,"Femme",2016,"IG","Oui","","Oui",45000,NA,"",NA
NA,33000,"Femme",2016,"GBA","Oui","","Oui",40000,NA,"",NA
NA,37000,"Femme",2016,"IG","Oui","","Oui",37800,NA,"",NA
NA,29800,"Femme",2017,"IG","Oui","","Non",29800,NA,"",NA
NA,34000,"Femme",2017,"IG","Oui","","Oui",40000,NA,"",NA
NA,28200,"Homme",2018,"IG","Oui","","Oui",30550,NA,"",NA
NA,24000,"Homme",2018,"GBA","Non","Malienne","Oui",26000,NA,"",NA
NA,40000,"Homme",2016,"IG","Oui","","Non",40000,NA,"",NA
NA,36000,"Femme",2016,"GBA","Oui","","Oui",40000,29000,"Non",29000
NA,56000,"Homme",2018,"IG","Oui","","Non",56000,NA,"",NA
NA,33000,"Homme",2016,"MEA","","","Oui",35500,NA,"",NA
NA,34200,"Femme",2017,"MI","Oui","","Oui",35000,NA,"",NA
NA,31560,"Homme",2016,"IG","Oui","","Oui",35500,NA,"",NA
NA,35400,"Homme",2018,"MEA","Oui","","Non",35400,NA,"",NA
NA,35000,"Homme",2016,"MEA","","","Non",35000,NA,"",NA
NA,36600,"Homme",2017,"IG","Non","Marocaine","Oui",37600,30000,"Non",30000
NA,48000,"Homme",2016,"IG","Oui","","Oui",49000,NA,"",NA
NA,60000,"Homme",2016,"IG","Oui","","Oui",77000,NA,"",NA
NA,34700,"Homme",2017,"IG","Oui","","Non",34700,NA,"",NA
NA,43000,"Homme",2017,"IG","Oui","","Oui",45000,43000,"Oui",45000
NA,33000,"Femme",2016,"MAT","Oui","","Oui",37000,NA,"",NA
NA,39000,"Femme",2016,"MAT","Oui","","Non",39000,NA,"",NA
NA,14000,"Homme",2018,"MEA","Non","Brésilienne","Oui",16000,NA,"",NA
NA,36000,"Femme",2016,"GBA","Oui","","Oui",36000,26000,"Non",26000
NA,29160,"Homme",2017,"IG","Oui","","Oui",32000,NA,"",NA
NA,35380,"Femme",2016,"GBA","Oui","","Oui",35380,NA,"",NA
NA,40000,"Homme",2017,"GBA","Oui","","Non",40000,33000,"",33000
NA,36000,"Femme",2018,"GBA","Oui","","Non",36000,12000,"Non",12000
NA,28284,"Homme",2016,"STE","Oui","","Oui",29934,NA,"",NA
NA,23700,"Femme",2016,"GBA","Oui","","Oui",26700,NA,"",NA
NA,30000,"Homme",2018,"STE","Non","Marocaine","Oui",33000,NA,"",NA
NA,31000,"Femme",2018,"STE","Oui","","Oui",31000,32000,"Non",32000
NA,31420,"Homme",2016,"GBA","Oui","","Oui",40600,36900,"Non",36900
NA,30816,"Femme",2017,"GBA","Oui","","Oui",34700,27600,"Oui",30000
NA,32500,"Femme",2016,"GBA","Oui","","Oui",38000,NA,"",NA
NA,31000,"Homme",2017,"MAT","Oui","","Oui",34000,NA,"",NA
NA,24000,"Homme",2018,"STE","Oui","","Oui",28000,NA,"",NA
NA,33000,"Homme",2016,"MEA","Oui","","Non",33000,25500,"Non",25500
NA,25200,"Homme",2018,"GBA","Oui","","Oui",27000,NA,"",NA
NA,37000,"Homme",2018,"MAT","Oui","","Non",37000,NA,"",NA
NA,30000,"Femme",2016,"STE","Non","Chinoise","Oui",30000,22000,"Oui",23500
NA,40500,"Homme",2016,"MAT","Oui","","Oui",40500,NA,"",NA
NA,87880,"Homme",2017,"GBA","Oui","","Oui",97730,77220,"Oui",83700
NA,43000,"Homme",2016,"IG","Oui","","Non",43000,NA,"",NA
NA,35000,"Homme",2016,"IG","Oui","","Non",35000,28000,"Non",28000
NA,30700,"Homme",2018,"IG","Oui","","Oui",33500,NA,"",NA
NA,30000,"Homme",2018,"IG","Oui","","Oui",30000,NA,"",NA
NA,32500,"Homme",2016,"MEA","Oui","","Non",32500,NA,"",NA
NA,26000,"Homme",2018,"IG","Oui","","Oui",31000,NA,"",NA
NA,33000,"Femme",2017,"MEA","Non","Marocaine","Non",33000,NA,"",NA
NA,24500,"Femme",2017,"STE","Oui","","Non",24500,NA,"",NA
"1888802848469470",41000,"Femme",2017,"GBA","Oui","","Non",41000,24000,"Oui",27000
"1882881049834530",33000,"Homme",2017,"MEA","Oui","","Non",33000,NA,"",NA
"1982920793866040",36000,"Homme",2017,"EGC-app","Oui","","Oui",40000,NA,"",NA
"1775640761912420",39000,"Femme",2017,"GBA","Non","Tunisienne","Oui",39000,NA,"",NA
"1782851145585420",33000,"Homme",2017,"MSI-app","Oui","","Oui",65000,34000,"Non",34000
"1793744700896510",32000,"Femme",2017,"MAT","Oui","","Oui",33000,NA,"",NA
"1889055177194690",34200,"Femme",2017,"STE","Oui","","Non",34200,35000,"Non",35000
"1789078678917470",34008,"Homme",2017,"MI","Oui","","Oui",35000,NA,"",NA
"1889245695858720",36600,"Femme",2017,"MAT","Oui","","Oui",40000,NA,"",NA
"1789357189925540",37000,"Homme",2017,"MAT","Oui","","Oui",38500,32500,"Oui",37500
"1875413937800870",26400,"Femme",2017,"STE","Oui","","Oui",28600,NA,"Non",NA
"1757599076256500",42250,"Femme",2017,"MAT","Oui","","Oui",42250,34000,"Non",34000
"1889078855931240",29400,"Homme",2017,"MI","Oui","","Non",29400,28000,"Oui",28000
"1789086663032420",33000,"Homme",2018,"MAT","Oui","","Non",33000,NA,"",NA
"1783866001011130",32500,"Femme",2018,"STE","Oui","","Oui",32500,NA,"",NA
"1788692291973700",26000,"Homme",2018,"EGC-app","Oui","","Non",26000,NA,"",NA
"1788460261689950",29000,"Homme",2018,"MAT","Oui","","Non",29000,NA,"",NA
"1776167206024100",25200,"Femme",2018,"GBA","Oui","","Oui",27600,NA,"",NA
"1893834515609910",31200,"Femme",2018,"MAT","Oui","","Oui",33800,NA,"",NA
"1994311501373330",39000,"Femme",2018,"MAT","Oui","","Oui",39000,NA,"",NA
"1898711239857440",29000,"Femme",2018,"GBA","Oui","","Oui",34000,NA,"",NA
"1813820722708700",32000,"Homme",2018,"GBA","Oui","","Oui",36000,36000,"Oui",45000
"1793838299444250",33600,"Homme",2018,"MSI-app","Oui","","Oui",36600,NA,"",NA
"1899265661267020",29978,"Homme",2018,"MI","Oui","","Non",29978,NA,"",NA
"1889055166626110",35000,"Femme",2018,"MAT","Oui","","Oui",36000,NA,"",NA
"1889078477991120",34590,"Homme",2018,"MSI-app","Oui","","Oui",38230,NA,"",NA
"1783872056297040",32000,"Homme",2018,"MSI-app","Oui","","Oui",35000,NA,"",NA
"1975984438440340",28680,"Homme",2018,"IG","Oui","","Oui",30500,31000,"Oui",31000
"1875223270772020",32000,"Femme",2019,"MI","Oui","","Oui",32500,NA,"",NA
"1888522868716760",30000,"Homme",2019,"GBA","Oui","","Oui",30000,NA,"",NA
"1788516646087770",31000,"Femme",2019,"STE","Oui","","Oui",31000,NA,"",NA
"1789471952423160",27972,"Homme",2019,"EGC-app","Oui","","Oui",45337,NA,"",NA
"1883100908836360",31000,"Femme",2019,"MAT","Oui","","Non",31000,NA,"",NA
"1782332207332620",28000,"Homme",2019,"STE","Oui","","Non",28000,NA,"",NA
"1789582941937980",33000,"Homme",2019,"EGC-app","Oui","","Non",33000,NA,"",NA
"1782725664432940",29000,"Homme",2019,"IG","Oui","","Oui",31000,NA,"",NA
"1875984430056970",35000,"Homme",2019,"IG","Oui","","Oui",35350,NA,"",NA
"1789078905062820",34000,"Homme",2019,"SE-app","Oui","","Oui",36000,NA,"",NA
"1775413863782950",30000,"Femme",2019,"GBA","Oui","","Non",30000,NA,"",NA
"1888410491726700",26000,"Homme",2019,"STE","Oui","","Non",26000,NA,"",NA
"1867911690864000",33000,"Femme",2019,"IG","Oui","","Non",33000,NA,"",NA
"1789142472013410",32300,"Femme",2017,"GBA","Oui","","Oui",35000,23000,"Oui",25000
"1794190811735260",35000,"Homme",2018,"STE","Oui","","Oui",35000,NA,"",NA
"1883100619099510",20640,"Femme",2019,"EGC-app","Oui","","Oui",20640,NA,"",NA
"1783292875420920",27600,"Femme",2019,"EGC-app","Oui","","Non",27600,NA,"",NA
"1857545765882860",36700,"Femme",2017,"MI","Oui","","Oui",40000,NA,"",NA
"1882427795866150",50000,"Homme",2017,"MI","Oui","","Oui",50000,NA,"",NA
"1889582942000510",42000,"Homme",2018,"IG","Oui","","Oui",44000,NA,"",NA
"1788746969269860",30000,"Homme",2019,"MI","Oui","","Non",30000,NA,"",NA
"1894539524659250",30000,"Homme",2019,"MI","Oui","","Oui",30000,NA,"",NA
"1776091970486140",26400,"Femme",2017,"STE","Oui","","Non",26400,NA,"",NA
"1798575367830360",32000,"Femme",2017,"STE","Oui","","Oui",40000,NA,"Non",NA
"1899265678708010",25152,"Homme",2018,"STE","","","Oui",28000,NA,"",NA
"1783551915744310",32400,"Homme",2019,"EGC-app","Oui","","Oui",37000,NA,"",NA
"1888999254208820",30000,"Homme",2018,"STE","Oui","","Oui",33000,24000,"Oui",32000
"1783100847843560",42000,"Homme",2017,"MEA","Oui","","Oui",54000,NA,"",NA
"1789312778834990",33600,"Homme",2019,"MEA","Oui","","Non",33600,NA,"",NA
"1794440656453640",39000,"Homme",2019,"MEA","Non","Marocaine","Oui",43000,NA,"",NA
"1868325762599550",31000,"Homme",2019,"MEA","Oui","","Non",31000,NA,"",NA
"1982392476743810",32000,"Homme",2017,"MAT","Oui","","Non",32000,NA,"",NA
"1793841652694300",27600,"Homme",2017,"EGC-app","Oui","","Oui",30000,NA,"",NA
"1768989176072360",23000,"Homme",2018,"GBA","Oui","","Oui",23000,NA,"",NA
"1789246176479960",28000,"Femme",2018,"GBA","Oui","","Oui",29000,NA,"",NA
"1788410837886360",34000,"Homme",2018,"MEA","Oui","","Oui",36000,NA,"",NA
"1888492771396300",26400,"Femme",2018,"GBA","Oui","","Oui",28600,NA,"",NA
"1868325745140740",31800,"Homme",2019,"MEA","Oui","","Oui",35616,NA,"",NA
"1793840345992890",30000,"Homme",2017,"GBA","Oui","","Oui",34000,23000,"Non",23000
"1888410497108680",27000,"Homme",2018,"GBA","Oui","","Oui",32000,NA,"",NA
"1782714542276590",37500,"Homme",2018,"SE-app","Oui","","Oui",39350,33500,"Oui",34500
"1776551868409820",38000,"Homme",2018,"MEA","Oui","","Non",38000,NA,"",NA
"1788692236175060",39000,"Homme",2017,"SE-app","Oui","","Oui",40500,35000,"Non",35000
"1789359239744150",31000,"Femme",2018,"MAT","Oui","","Oui",32500,NA,"",NA
"1776167133958720",26000,"Femme",2018,"GBA","Oui","","Non",26000,22800,"Oui",25200
"1789357296484900",50000,"Homme",2017,"MEA","Oui","","Non",50000,32000,"Oui",36000
"1782529475010210",35700,"Homme",2018,"MI","Oui","","Oui",40000,NA,"",NA
"1876167130217630",24000,"Femme",2017,"GBA","Oui","","Non",24000,NA,"",NA
"1776102348808040",24000,"Femme",2018,"GBA","Oui","","Oui",24000,NA,"",NA
"1793838351516860",34000,"Femme",2018,"IG","Oui","","Non",34000,NA,"",NA
"1775265194974630",25200,"Femme",2017,"EGC-app","Oui","","Oui",27700,NA,"",NA
"1813918516436060",40000,"Homme",2017,"IG","Non","Marocaine","Non",40000,NA,"",NA
"1783165024759010",32000,"Homme",2017,"IG","Non","AlgÈrienne","Oui",34000,NA,"",NA
"1894339125672520",24000,"Femme",2019,"STE","Oui","","Oui",24000,NA,"",NA
"1788460267278050",27000,"Homme",2017,"STE","Oui","","Oui",29250,NA,"",NA
"1788516594605390",31200,"Femme",2017,"STE","Oui","","Non",31200,22000,"Non",22000
"1810745985680950",40000,"Homme",2017,"IG","Oui","","Non",40000,NA,"",NA
"1889078740237240",41000,"Homme",2018,"SE-app","Oui","","Oui",41000,NA,"",NA
"1782332412252700",32500,"Homme",2018,"MAT","Oui","","Non",32500,NA,"",NA
"1888921829183320",33000,"Femme",2018,"MAT","Oui","","Non",33000,NA,"",NA
"1789248241480200",32000,"Femme",2017,"MAT","Oui","","Oui",32000,NA,"",NA
"1793784667152000",32000,"Homme",2019,"MEA","Oui","","Oui",34000,NA,"",NA
"1889055155785890",26400,"Femme",2019,"GBA","Oui","","Oui",30600,NA,"",NA
"1776170138846650",42000,"Homme",2017,"STE","Oui","","Oui",45000,NA,"",NA
"1794236757785800",36000,"Femme",2018,"MI","Oui","","Non",36000,NA,"",NA
