"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi"
"1976052134751140",60000,"Homme",2020,"MEA","Oui","","",65000,NA,"",NA
"1982680792592360",33900,"Homme",2021,"GBA","Oui","","Non",33900,NA,"",NA
"1982874439967810",32325,"Homme",2021,"SE-app","Oui","","Oui",34750,NA,"",NA
"1988410468693410",38000,"Homme",2020,"MSI-app","Oui","","",65000,NA,"",NA
"1993784667149160",34250,"Homme",2019,"MEA","Oui","","Non",34500,32000,"Non",32000
"1994332188505840",29150,"Femme",2020,"MAT","Oui","","Oui",30300,NA,"",NA
"1867772706661410",33000,"Homme",2017,"MEA","Oui","","Oui",33000,NA,"",NA
"1882331879034060",33000,"Homme",2017,"EnR","Oui","","Oui",35500,NA,"",NA
"1798760225386290",36000,"Homme",2017,"EnR","Oui","","Non",36000,35000,"Oui",37200
"1783551800309570",30000,"Homme",2017,"EnR","Oui","","Oui",32000,NA,"",NA
"1776170137315530",38000,"Homme",2017,"IG","Oui","","Oui",41000,NA,"",NA
"1783297984544300",28200,"Homme",2017,"IG","Oui","","Oui",31500,NA,"",NA
"1798891408458220",31500,"Homme",2017,"IG","Oui","","Non",31500,NA,"",NA
"1782529422968890",28200,"Homme",2017,"IG","Oui","","Oui",31550,NA,"",NA
"1788414806499560",28000,"Femme",2017,"MAT","Oui","","Oui",28000,NA,"",NA
"1788468022230090",26000,"Homme",2017,"MAT","Oui","","Non",26000,33000,"Oui",40000
"1794579283898940",33000,"Homme",2017,"MAT","Oui","","Oui",40000,NA,"",NA
"1857533979676060",34000,"Femme",2017,"MAT","Oui","","Non",34000,NA,"",NA
"1857533990210840",40000,"Femme",2017,"MI","Oui","","Non",40000,NA,"",NA
"1882421156299700",28000,"Homme",2017,"MI","Oui","","Oui",45000,NA,"",NA
"1788635920274000",28800,"Homme",2017,"MSI-app","Oui","","Oui",28800,NA,"",NA
"1767833242749510",26400,"Homme",2017,"STE","Oui","","Oui",28600,17763,"Non",17763
"1789022971236640",30000,"Homme",2017,"STE","Oui","","Non",30000,NA,"",NA
"1882920793866040",33000,"Homme",2017,"EGC-app","Oui","","Oui",36000,NA,"",NA
"1788522924813040",26400,"Homme",2017,"GBA","Oui","","Oui",28600,24000,"Non",24000
"1789142416248660",19860,"Femme",2017,"GBA","Oui","","Oui",21550,19200,"Non",19200
"1883067313533930",28200,"Femme",2017,"GBA","Oui","","Oui",30550,NA,"",NA
"1775640685813790",36000,"Femme",2017,"GBA","Non","Tunisienne","Oui",38160,NA,"",NA
"1782977170103270",25200,"Homme",2017,"GBA","Oui","","Oui",31700,NA,"",NA
"1794190718918920",31000,"Homme",2017,"STE","Oui","","Oui",35000,22000,"Non",22000
"1876502131424770",31000,"Homme",2017,"MEA","Oui","","Non",31000,NA,"",NA
"1788522869361690",33500,"Homme",2016,"MEA","Oui","","Non",33500,NA,"",NA
"1775263968331510",30000,"Homme",2016,"MEA","Oui","","Non",30000,25000,"Oui",25000
"1768367524438020",38000,"Homme",2016,"MEA","Oui","","Oui",41094,NA,"",NA
"1757617280501340",31722,"Homme",2016,"MEA","Oui","","Non",31722,NA,"",NA
"1882421169635880",30000,"Femme",2016,"MEA","Oui","","Non",30000,31000,"Non",31000
"1783297988373250",34000,"Homme",2016,"MEA","Oui","","Non",34000,32000,"Non",32000
"1767193880992300",32000,"Homme",2016,"MEA","Oui","","Non",32000,NA,"",NA
"1776166978309990",30000,"Femme",2015,"GBA","Oui","","Oui",32000,18500,"Oui",20000
"1793838194320470",28000,"Femme",2016,"GBA","Oui","","Oui",30000,NA,"",NA
"1783039467983410",27000,"Femme",2016,"GBA","Oui","","Non",27000,26000,"Non",26000
"1782592354372700",34000,"Femme",2016,"GBA","Oui","","Oui",50000,22000,"Non",22000
"1788516592358550",28800,"Femme",2016,"GBA","Oui","","Oui",31200,NA,"",NA
"1888516386336950",25920,"Femme",2016,"GBA","Oui","","Non",25920,NA,"",NA
"1775257602685030",36000,"Femme",2016,"GBA","Oui","","Oui",40000,30000,"Non",30000
"1776615758564050",32000,"Femme",2016,"GBA","Oui","","Oui",35000,35000,"Non",35000
"1782649831753210",32500,"Homme",2016,"EnR","Oui","","Oui",35000,NA,"",NA
"1794779518200290",38000,"Femme",2016,"EnR","Oui","","Oui",40000,NA,"",NA
"1783679026895520",26000,"Homme",2016,"EnR","Oui","","Oui",30000,NA,"",NA
"1889196166142850",30000,"Homme",2016,"EnR","Oui","","Oui",30000,NA,"",NA
"1783551791493310",35000,"Homme",2016,"EnR","Oui","","Non",35000,NA,"",NA
"1776106803647000",47000,"Homme",2016,"EnR","Oui","","Oui",51000,NA,"",NA
"1769007981249560",31200,"Homme",2016,"EnR","Oui","","Oui",33300,NA,"",NA
"1899292521893160",34000,"Homme",2016,"EnR","Non","Camerounaise","Oui",34000,NA,"",NA
"1768183605485420",30000,"Homme",2016,"EnR","Oui","","Non",30000,NA,"",NA
"1767911676181750",29500,"Femme",2016,"IG","Oui","","Oui",31000,NA,"",NA
"1783101037010870",34100,"Femme",2016,"IG","Oui","","Oui",35000,NA,"",NA
"1798760223232460",40000,"Homme",2016,"IG","Oui","","Non",40000,NA,"",NA
"1788692464408060",33700,"Homme",2016,"IG","Oui","","Oui",34000,NA,"",NA
"1782332406941580",30000,"Homme",2016,"IG","Oui","","Oui",34000,NA,"",NA
"1783049615948640",33960,"Homme",2016,"IG","Oui","","Oui",38290,NA,"",NA
"1783303729803930",40000,"Femme",2016,"IG","Oui","","Oui",40000,NA,"",NA
"1789034154590610",35500,"Homme",2016,"IG","Oui","","Oui",39000,30500,"Oui",31500
"1968316585347690",30000,"Homme",2016,"IG","Oui","","Oui",31000,NA,"",NA
"1767833505076640",34375,"Homme",2016,"MI","Oui","","Non",34375,NA,"",NA
"1789138953630590",30920,"Homme",2016,"MI","Oui","","Oui",37000,NA,"",NA
"1782520393975250",36000,"Homme",2016,"MI","Oui","","Oui",36500,NA,"",NA
"1982421121197550",31500,"Homme",2016,"MI","Oui","","Oui",34125,NA,"",NA
"1768453717959910",24000,"Homme",2016,"MAT","Oui","","Non",24000,31000,"Oui",31000
"1788460092295210",30000,"Femme",2016,"MAT","Oui","","Oui",33000,NA,"",NA
"1783100974718700",28800,"Homme",2016,"MAT","Oui","","Non",28800,28500,"Non",28500
"1783551664640630",33600,"Homme",2016,"MAT","Oui","","Non",33600,NA,"",NA
"1776615827742480",32000,"Femme",2016,"MAT","Oui","","Oui",32000,NA,"",NA
"1782714740771440",34000,"Homme",2016,"MAT","Oui","","Oui",34000,NA,"",NA
"1788460157927700",26400,"Homme",2016,"MAT","Oui","","Non",26400,NA,"",NA
"1788412944803850",34200,"Homme",2016,"MAT","Oui","","Non",34200,NA,"",NA
"1788639812991470",31000,"Femme",2016,"MAT","Oui","","Oui",32000,NA,"Non",NA
"1782520512834500",35000,"Homme",2016,"MSI-app","Oui","","Oui",35000,30000,"Oui",34450
"1789139230267320",33600,"Homme",2016,"MSI-app","Oui","","Oui",37000,NA,"",NA
"1782920965133030",31200,"Homme",2016,"MSI-app","Oui","","Oui",52000,NA,"",NA
"1783551861223210",32000,"Homme",2016,"MSI-app","Oui","","Oui",32500,NA,"",NA
"1776166979008570",28000,"Homme",2016,"EGC-app","Oui","","Oui",30000,NA,"",NA
"1882421149142780",38000,"Femme",2016,"EGC-app","Oui","","Oui",38000,30000,"Oui",30000
"1875345038212540",38000,"Homme",2016,"EGC-app","Oui","","Oui",40000,NA,"",NA
"1775265359931030",25200,"Femme",2016,"EGC-app","Oui","","Oui",27300,NA,"",NA
"1789078743073440",30000,"Homme",2016,"EGC-app","Oui","","Oui",31000,NA,"",NA
"1794775458291640",34800,"Homme",2016,"EGC-app","Oui","","Oui",38570,NA,"",NA
"1782401307107040",42000,"Homme",2016,"EGC-app","Oui","","Oui",48000,37000,"Oui",42000
"1798487221615820",28200,"Homme",2016,"SE-app","Oui","","Oui",28200,NA,"",NA
"1783036971970720",31080,"Femme",2016,"SE-app","Oui","","Non",31080,NA,"",NA
"1798488075629090",28000,"Femme",2016,"STE","Oui","","Non",28000,NA,"",NA
"1788636022996220",29500,"Femme",2016,"STE","Oui","","Oui",31400,NA,"",NA
"1798575226519670",27700,"Femme",2016,"STE","Oui","","Oui",30000,NA,"",NA
"1798891359878950",20000,"Homme",2016,"STE","Oui","","Oui",21000,NA,"",NA
"1775265273928660",32200,"Femme",2016,"STE","Oui","","Oui",37000,32000,"Oui",35000
"1882421143088620",31800,"Homme",2016,"STE","Oui","","Oui",36300,NA,"",NA
"1782457796618290",28229,"Femme",2016,"STE","Oui","","Non",28229,30000,"Non",30000
"1783165146986880",27600,"Homme",2016,"STE","Oui","","Non",27600,NA,"",NA
"1794190670246510",28000,"Homme",2016,"STE","Oui","","Non",28000,23000,"Non",23000
"1803013596808820",25800,"Homme",2016,"STE","Oui","","Oui",27950,NA,"Non",NA
"1768015126454010",24600,"Femme",2016,"STE","Oui","","Non",24600,25200,"Non",25200
"1775408740278300",25446,"Femme",2016,"STE","Oui","","Non",25446,NA,"",NA
"1788410722794740",39000,"Homme",2015,"MAT","Oui","","Oui",44000,35000,"",35000
"1775408573569340",26000,"Homme",2015,"MI","Oui","","Oui",41000,NA,"",NA
"1775414081707000",30000,"Femme",2015,"GBA","Oui","","Oui",32800,NA,"",NA
"1758626839506070",14800,"Homme",2015,"EnR","Oui","","Oui",16200,9600,"Non",9600
"1802845967927860",26000,"Homme",2015,"MEA","Oui","","Oui",32000,NA,"",NA
"1807215231163560",27000,"Homme",2015,"IG","Oui","","Oui",36000,30000,"Oui",32000
"1783049799429820",33800,"Femme",2015,"STE","Oui","","Oui",33800,19200,"Oui",19200
"1794680960863590",32000,"Homme",2015,"GBA","Oui","","Oui",34000,25600,"",25600
"1899018396732320",5700,"Femme",2015,"MEA","Non","Malaisienne","Oui",6000,NA,"",NA
"1788460148376890",34000,"Homme",2015,"SE-app","Oui","","Non",34000,NA,"",NA
"1798760221874020",40000,"Homme",2015,"EnR","Oui","","Non",40000,NA,"",NA
"1776242171247820",43000,"Homme",2015,"MEA","Oui","","Oui",45000,NA,"",NA
"1775345104087020",26400,"Homme",2015,"STE","Oui","","Non",26400,NA,"",NA
"1767473227295350",30600,"Homme",2015,"MI","Oui","","Oui",54400,NA,"",NA
"1767833503373530",36500,"Homme",2015,"EGC-app","Oui","","Oui",43700,NA,"",NA
"1782332335839360",44982,"Homme",2015,"IG","Oui","","Non",44982,NA,"",NA
"1889471553378420",36000,"Homme",2015,"STE","Oui","","Non",36000,31500,"Oui",34000
"1777133585322030",29000,"Femme",2015,"MEA","Non","Marocaine","Non",29000,NA,"",NA
"1767833595276880",38000,"Homme",2015,"MAT","Oui","","Oui",38000,NA,"",NA
"1798714260077950",32400,"Homme",2015,"MAT","Oui","","Oui",34000,NA,"",NA
"1783551852318230",31500,"Homme",2015,"MEA","Oui","","Oui",33000,28000,"Oui",29500
"1789246064047580",26000,"Femme",2015,"GBA","Oui","","Oui",30000,NA,"",NA
"1794334594344790",35000,"Homme",2015,"MEA","Oui","","Oui",35000,NA,"",NA
"1767188038511560",18000,"Homme",2015,"SE-app","Oui","","Oui",20000,NA,"",NA
"1889425571740490",40000,"Homme",2015,"EnR","Oui","","Oui",40000,NA,"",NA
"1776167208283570",30000,"Femme",2015,"MAT","","","Non",30000,NA,"",NA
"1783551727370030",36000,"Homme",2015,"MI","Oui","","Oui",36000,28000,"Non",28000
"1788692238991680",45600,"Homme",2015,"IG","Oui","","Non",45600,NA,"",NA
"1789078904504380",30552,"Homme",2015,"EnR","Non","Malienne","Non",30552,NA,"",NA
"1776621701199620",39000,"Homme",2015,"MAT","Oui","","Oui",42000,NA,"",NA
"1794775550924850",30000,"Homme",2015,"MSI-app","Oui","","Non",30000,25000,"Non",25000
"1789471954669600",37000,"Homme",2015,"MAT","Oui","","Non",37000,32000,"Oui",35000
"1794043017455940",43000,"Homme",2015,"IG","Oui","","Non",43000,NA,"",NA
"1976621288630210",36000,"Homme",2015,"IG","Oui","","Non",36000,29100,"Non",29100
"1883678682497930",60000,"Homme",2015,"IG","Oui","","Non",60000,NA,"",NA
"1789078963063880",26000,"Homme",2015,"EnR","Oui","","Oui",27000,NA,"",NA
"1798760270967010",35000,"Homme",2015,"STE","Oui","","Oui",37000,NA,"",NA
"1794332520034890",30600,"Homme",2015,"EGC-app","Oui","","Oui",35000,NA,"",NA
"1788922255091930",39000,"Femme",2015,"IG","Oui","","Non",39000,31000,"Oui",37000
"1767833421273260",33100,"Homme",2015,"MEA","Oui","","Oui",33100,NA,"",NA
"1758523254310480",36000,"Homme",2015,"STE","Oui","","Non",36000,NA,"",NA
"1889582630559030",80000,"Homme",2015,"STE","Oui","","Non",80000,NA,"",NA
"1775335303402870",28000,"Femme",2015,"GBA","Oui","","Oui",30000,26000,"Oui",28000
"1798760315669730",32000,"Homme",2015,"MAT","Oui","","Oui",33000,NA,"",NA
"1794677431297790",38500,"Homme",2015,"MSI-app","Oui","","Non",38500,NA,"",NA
"1789078963103650",36400,"Homme",2015,"EGC-app","Oui","","Non",36400,NA,"",NA
"1789078795603350",30000,"Homme",2015,"MAT","Oui","","Non",30000,30000,"Non",30000
"1794282959000230",32000,"Femme",2015,"EnR","Oui","","Non",32000,NA,"",NA
"1783041977841660",33850,"Homme",2015,"MAT","Oui","","Oui",43000,NA,"",NA
"1775955965531970",24000,"Femme",2015,"STE","Oui","","Non",24000,NA,"",NA
"1868316584717150",30100,"Homme",2015,"IG","Oui","","Oui",32600,NA,"",NA
"1789078907776820",34500,"Femme",2015,"MAT","Oui","","Oui",37700,NA,"",NA
"1782462545816030",21000,"Femme",2015,"STE","Oui","","Oui",25200,27600,"Non",27600
"1798487226112390",30000,"Homme",2015,"MI","Oui","","",30000,NA,"",NA
"1788922031480630",35063,"Femme",2015,"STE","Oui","","Oui",37063,NA,"",NA
"1782650096505970",38500,"Homme",2015,"MI","Non","Marocaine","Non",38500,NA,"",NA
"1857533991122950",25000,"Homme",2015,"MI","Oui","","Oui",27500,60000,"Non",60000
"1799416566377100",43000,"Homme",2015,"IG","Oui","","Oui",50000,NA,"",NA
"1767473055582780",37200,"Homme",2015,"MEA","Oui","","Oui",51000,37200,"Oui",51000
"1793838251397090",28000,"Femme",2015,"STE","Oui","","Non",28000,NA,"",NA
"1788523046356410",32000,"Homme",2015,"MI","Oui","","Oui",33500,NA,"",NA
"1867187703303400",29000,"Femme",2015,"EnR","Oui","","Non",29000,NA,"",NA
"1789477548926290",25000,"Homme",2015,"STE","Oui","","Oui",30000,NA,"",NA
"1782392902721990",34000,"Homme",2015,"SE-app","Oui","","Oui",43000,NA,"",NA
"1776167066293790",20000,"Femme",2015,"EnR","Oui","","Non",20000,28000,"Non",28000
"1883045462793040",28200,"Femme",2015,"EGC-app","Oui","","Non",28200,NA,"",NA
"1788922314581180",26400,"Femme",2015,"EGC-app","Oui","","Oui",32000,18000,"Non",18000
"1968316520817750",22600,"Homme",2015,"MI","Oui","","Non",22600,31200,"Oui",35000
"1788686216250320",30000,"Femme",2015,"MAT","Oui","","Oui",38000,NA,"",NA
"1902765998014930",32400,"Homme",2015,"EnR","Oui","","Oui",34000,NA,"",NA
"1794779572971440",26400,"Femme",2015,"GBA","Oui","","Non",26400,36000,"Oui",39000
"1783101046496600",26400,"Homme",2015,"EnR","Oui","","Oui",32200,28000,"Oui",30500
"1782921165852210",30000,"Homme",2015,"MI","Oui","","Oui",33000,28000,"Non",28000
"1789083267598620",33200,"Homme",2015,"IG","Oui","","Oui",36500,NA,"",NA
"1889086335276390",32000,"Femme",2015,"MAT","Oui","","Non",32000,36000,"Non",36000
"1788639926947260",22870,"Femme",2015,"GBA","Oui","","Oui",24777,NA,"",NA
"1775570397516680",34200,"Homme",2015,"MAT","Oui","","Oui",44800,38000,"Non",38000
"1776106869282940",44000,"Homme",2016,"IG","Oui","","Oui",50000,NA,"",NA
"1876091311253270",28000,"Femme",2017,"STE","Oui","","Oui",28000,NA,"",NA
"1783678963003780",32000,"Homme",2016,"MI","Oui","","Oui",38000,NA,"",NA
"1788692405212060",30000,"Homme",2015,"MI","Oui","","Non",30000,NA,"",NA
"1782336904542940",34000,"Femme",2015,"EnR","Oui","","Oui",34000,NA,"",NA
"1788692405734940",32000,"Homme",2015,"MSI-app","Oui","","Oui",37000,NA,"",NA
"1768381832280630",32750,"Homme",2016,"MAT","Oui","","Non",32750,NA,"",NA
"1769001673077350",32400,"Homme",2015,"EnR","Oui","","Non",32400,NA,"",NA
"1883067325976580",33000,"Femme",2016,"IG","Oui","","Oui",38000,NA,"",NA
"1819612881825740",41000,"Homme",2015,"MEA","Oui","","Non",41000,NA,"",NA
"1807101910477350",31176,"Femme",2016,"EnR","Oui","","Non",31176,NA,"",NA
"1888487008827510",70000,"Homme",2015,"SE-app","Oui","","Oui",85000,NA,"",NA
"1776019523215080",30000,"Homme",2016,"IG","Oui","","Oui",32000,28000,"Non",28000
"1888751685457400",30000,"Homme",2016,"MSI-app","Oui","","Oui",30000,NA,"",NA
"1789078855884410",36000,"Homme",2016,"MSI-app","Oui","","Oui",37000,NA,"",NA
"1893786432020460",31200,"Homme",2015,"MSI-app","Oui","","Non",31200,26400,"Oui",30000
"1783106098251910",38000,"Homme",2015,"MSI-app","Oui","","Oui",42000,NA,"",NA
"1889582630060280",35000,"Homme",2016,"MSI-app","Oui","","Oui",36000,NA,"",NA
"1782462616705970",30000,"Femme",2016,"EGC-app","Oui","","Oui",31700,NA,"",NA
"1793784760826020",31200,"Homme",2016,"EGC-app","Oui","","Oui",32850,NA,"",NA
"1799018599352620",32000,"Homme",2015,"MSI-app","Oui","","Non",32000,30000,"Oui",30000
"1788522876664480",34000,"Homme",2015,"MSI-app","Oui","","Oui",38000,NA,"",NA
"1788516872365960",40000,"Homme",2015,"MSI-app","Oui","","Oui",42000,38000,"Oui",42000
"1782714871372130",36000,"Homme",2015,"MSI-app","Oui","","Oui",40000,NA,"",NA
"1888691976908340",39000,"Homme",2016,"MSI-app","Oui","","Oui",42000,NA,"",NA
"1876551312227140",29500,"Homme",2016,"EGC-app","Oui","","Oui",33000,NA,"",NA
"1783679099546370",30000,"Homme",2015,"EGC-app","Oui","","Non",30000,36000,"Non",36000
"1888751669475030",35750,"Homme",2016,"EGC-app","Oui","","Non",35750,NA,"",NA
"1788751978030430",35000,"Homme",2016,"MSI-app","Oui","","Oui",43500,NA,"",NA
"1776630773109110",12000,"Homme",2015,"MSI-app","Oui","","Non",12000,NA,"",NA
"1803368856162970",35400,"Homme",2015,"SE-app","Oui","","Oui",39200,NA,"",NA
"1868988670674720",35000,"Homme",2015,"EGC-app","Oui","","Oui",40000,NA,"",NA
"1788522928699360",30000,"Homme",2015,"STE","","","Oui",32000,NA,"",NA
"1794283006033660",33600,"Homme",2017,"MSI-app","Oui","","Oui",33600,NA,"",NA
"1867637446209260",33729,"Femme",2016,"GBA","Oui","","Oui",40000,NA,"",NA
"1893740809274490",33500,"Homme",2016,"MEA","Oui","","Non",33500,NA,"",NA
"1788410734715660",32000,"Homme",2016,"MSI-app","Oui","","Oui",33000,NA,"",NA
"1794190821207790",25200,"Homme",2016,"EGC-app","Oui","","Oui",27300,NA,"",NA
"1776091732469000",25000,"Femme",2016,"GBA","Oui","","Oui",27000,NA,"",NA
"1894306484834410",34000,"Femme",2016,"GBA","Oui","","Oui",36000,NA,"",NA
"1813820725867770",70000,"Homme",2015,"GBA","Oui","","Oui",72000,NA,"",NA
"1794282953977130",39000,"Femme",2015,"GBA","Oui","","Oui",39000,40000,"Non",40000
"1888802842849220",23000,"Femme",2017,"GBA","Oui","","Oui",26000,NA,"",NA
"1783679030564280",31000,"Homme",2017,"SE-app","Oui","","Oui",34000,NA,"",NA
"1782327058247290",31220,"Homme",2016,"EGC-app","Oui","","Oui",31220,27600,"Oui",27600
"1783100980512230",25800,"Homme",2016,"STE","Oui","","Oui",26000,NA,"",NA
"1776615745148510",32000,"Homme",2015,"STE","Oui","","Oui",32000,NA,"",NA
"1788414863732680",34115,"Femme",2015,"STE","Oui","","Oui",35600,NA,"",NA
"1903247824375000",31500,"Homme",2015,"STE","Oui","","Oui",34000,NA,"",NA
"1788460210630430",26400,"Homme",2017,"STE","Oui","","Oui",26400,NA,"",NA
"1782921286257270",26000,"Homme",2016,"GBA","Oui","","Oui",28000,24000,"Non",24000
"1889049477647590",28000,"Femme",2016,"STE","Oui","","Non",28000,NA,"",NA
"1768183410410310",31000,"Homme",2015,"STE","Oui","","Non",31000,31000,"Non",31000
"1798714216732660",32500,"Femme",2016,"GBA","Oui","","Oui",38000,NA,"",NA
"1767911585358410",42818,"Femme",2015,"STE","Oui","","Non",42818,NA,"Non",NA
"1783101170916350",34200,"Femme",2015,"GBA","Oui","","Oui",36000,NA,"Non",NA
"1794036690548180",34500,"Homme",2016,"MSI-app","Oui","","Oui",36500,NA,"",NA
"1989049429361750",33000,"Femme",2016,"STE","Oui","","Non",33000,NA,"",NA
"1802887604588360",34000,"Femme",2016,"STE","Non","Burkina Faso ","Non",34000,NA,"",NA
"1794480769324110",26000,"Femme",2017,"STE","Oui","","Oui",26000,NA,"",NA
"1788404486821090",31000,"Homme",2016,"STE","Oui","","Oui",34000,NA,"",NA
"1788751987050830",31200,"Homme",2016,"GBA","Oui","","Oui",33800,NA,"",NA
"1888410485434960",20000,"Homme",2017,"STE","Oui","","Oui",26000,NA,"",NA
"1775485021922490",31000,"Homme",2015,"STE","Oui","","Oui",35000,NA,"",NA
"1782332346367810",24000,"Homme",2016,"STE","Oui","","Oui",24800,NA,"",NA
"1767558293536730",21657,"Femme",2017,"STE","Oui","","Oui",22115,NA,"",NA
"1746218061142890",30000,"Femme",2016,"STE","Non","Chinoise","Oui",35000,27000,"Oui",29000
"1789471795247670",32000,"Homme",2015,"EGC-app","Oui","","Non",32000,NA,"",NA
"1817251530420860",37000,"Femme",2016,"STE","Non","Burkinabé","Non",37000,NA,"",NA
"1782338146998600",28000,"Femme",2016,"GBA","Oui","","Non",28000,NA,"",NA
"1789081031642080",36000,"Femme",2015,"STE","Oui","","Oui",36000,NA,"",NA
"1775414848107460",33400,"Femme",2016,"GBA","Oui","","Oui",35000,NA,"",NA
"1875637079854650",32000,"Femme",2017,"GBA","Oui","","Oui",32000,NA,"",NA
"1803013717175410",38400,"Homme",2016,"SE-app","Oui","","Oui",43400,36000,"Non",36000
"1983105752526800",40000,"Homme",2016,"SE-app","Oui","","Oui",43500,NA,"",NA
"1794043016942650",40000,"Homme",2016,"MEA","Oui","","Non",40000,NA,"",NA
"1783483691601170",30000,"Homme",2015,"MEA","Oui","","Oui",35000,NA,"",NA
"1802845934180710",34500,"Homme",2017,"MEA","Oui","","Non",34500,NA,"",NA
"1783101163885070",36000,"Homme",2016,"IG","Oui","","Oui",40000,NA,"",NA
"1829834073632500",26400,"Homme",2017,"EGC-app","Oui","","Oui",28600,NA,"",NA
"1788522877846480",34500,"Homme",2016,"IG","Oui","","Oui",35000,NA,"",NA
"1788410727943700",36000,"Homme",2016,"IG","Oui","","Non",36000,NA,"",NA
"1798487086708370",36000,"Homme",2015,"MI","Oui","","Oui",50000,NA,"",NA
"1788692292441650",36330,"Homme",2015,"MI","Oui","","Oui",39680,NA,"",NA
"1798487225680640",25000,"Homme",2016,"IG","Oui","","Oui",90000,NA,"",NA
"1789425994864370",32000,"Homme",2016,"MI","Oui","","Non",32000,30000,"Non",30000
"1775569705461140",30000,"Homme",2016,"MI","Oui","","Oui",31250,NA,"",NA
"1783800345000250",29000,"Homme",2017,"MI","Oui","","Oui",31000,NA,"",NA
"1783100972224870",45000,"Homme",2016,"IG","Oui","","Oui",56000,NA,"",NA
"1788640431339910",31200,"Homme",2016,"MI","Oui","","Oui",38000,NA,"",NA
"1875976707137840",34500,"Homme",2015,"IG","Oui","","Oui",35500,NA,"",NA
"1789246064047590",30000,"Femme",2016,"MI","Oui","","Oui",31000,NA,"",NA
"1788460148903230",30000,"Homme",2017,"MSI-app","Oui","","Oui",32000,NA,"",NA
"1758626743656350",36000,"Homme",2015,"MSI-app","Oui","","Non",36000,NA,"",NA
"1775485102953540",32640,"Homme",2015,"MSI-app","Oui","","Oui",33500,NA,"",NA
"1782390161406330",32000,"Homme",2016,"MI","","","Oui",35000,NA,"",NA
"1989049466189050",32000,"Femme",2016,"MI","Oui","","Non",32000,NA,"",NA
"1803449120268200",37700,"Femme",2016,"MEA","Oui","","Oui",38300,NA,"",NA
"1783297925213700",73000,"Homme",2015,"MAT","Oui","","Oui",83000,67000,"Oui",70000
"1789078855303470",34000,"Femme",2015,"MAT","Oui","","Oui",45000,NA,"",NA
"1775488150892280",31000,"Homme",2016,"MEA","Oui","","Non",31000,32000,"Non",32000
"1798753116911410",25000,"Homme",2015,"IG","Oui","","Oui",37000,NA,"",NA
"1775485170160420",36000,"Homme",2015,"MEA","Oui","","Non",36000,NA,"",NA
"1776551709633630",38000,"Homme",2015,"MI","Oui","","Oui",39000,33000,"Oui",34000
"1810402787455600",36000,"Femme",2017,"IG","Non","Marocaine","Non",36000,NA,"",NA
"1776621622976710",41280,"Femme",2015,"GBA","Oui","","Oui",55000,NA,"",NA
"1888640124940790",42000,"Homme",2016,"MAT","Oui","","Oui",47000,NA,"",NA
"1882649662104760",36800,"Homme",2015,"IG","Oui","","Oui",38000,NA,"",NA
"1788692351716800",27000,"Homme",2015,"IG","Oui","","Oui",29000,NA,"",NA
"1889477329164220",48000,"Homme",2015,"IG","Oui","","Non",48000,NA,"",NA
"1875976736350440",32000,"Homme",2015,"IG","Oui","","Oui",35000,NA,"",NA
"1794381833855800",38000,"Femme",2015,"IG","Non","Marocaine","Non",38000,NA,"",NA
"1794034551087380",34890,"Homme",2016,"MAT","Oui","","Oui",37800,NA,"",NA
"1888414432669460",39000,"Femme",2015,"MAT","Oui","","Oui",39000,35000,"Non",35000
"1789083202231100",36000,"Homme",2016,"EGC-app","Oui","","Oui",41000,NA,"",NA
"1888769142098890",35000,"Femme",2015,"MAT","Oui","","Oui",43000,NA,"",NA
"1788460154528450",37160,"Femme",2016,"GBA","Oui","","Oui",48157,34153,"Oui",44500
"1782392708639820",44000,"Homme",2015,"IG","Oui","","Non",44000,NA,"",NA
"1876091309972940",32000,"Femme",2016,"IG","Non","Tunisienne","Oui",36000,NA,"",NA
"1789139176227000",37000,"Homme",2015,"IG","Oui","","Oui",37000,NA,"",NA
"1876018965184570",29000,"Homme",2016,"MAT","Oui","","Oui",33000,NA,"",NA
"1783429206134070",41000,"Homme",2016,"IG","Oui","","Oui",42500,NA,"",NA
"1776097769097820",37000,"Femme",2015,"MAT","Oui","","Oui",43000,NA,"",NA
"1882649661968720",45000,"Femme",2016,"MAT","Oui","","Non",45000,NA,"",NA
"1806734160413460",36000,"Femme",2015,"MSI-app","Oui","","Non",36000,NA,"",NA
"1857534012945670",25000,"Homme",2015,"MAT","Oui","","Non",25000,NA,"",NA
"1783551733103470",32760,"Homme",2016,"MAT","Oui","","Non",32760,NA,"",NA
"1783100983094780",33000,"Femme",2016,"GBA","Oui","","Oui",35000,NA,"",NA
"21334118811",33000,"Femme",2017,"MI","Oui","","Non",33000,NA,"",NA
"1783297913799080",36000,"Homme",2015,"MEA","Oui","","Oui",40000,NA,"",NA
"1782336188924400",28600,"Homme",2016,"IG","Oui","","Oui",36000,NA,"",NA
"1767188224335030",31500,"Homme",2016,"IG","Oui","","Oui",33000,NA,"",NA
"1775951507953250",44000,"Homme",2016,"IG","Oui","","Non",44000,NA,"",NA
"1794929186772720",21600,"Homme",2016,"GBA","Non","Tunisienne","Oui",23600,NA,"",NA
