Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,nom_entreprise,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,Unnamed: 133,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1776102501602960,Oui,,2018,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,19.0,0.0,SOGEA SUD HYDRAULIQUE,De 50 à 249 salarié(e)s ,Oui,VINCI construction,Conducteur de travaux hydraulique,Ingénieur travaux hydraulique,Oui,"Construction, BTP",,,,35000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Jamais,,Démarché(e) par un 'chasseur de têtes',La notoriété de l'entreprise ,oui,oui,5.0,4.0,5.0,3.0,4.0,4.0,Non,,Plutôt d'accord,activité professionnelle,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),"CTT (contrat de travail temporaire, mission d'intérim)","Démission, vous aviez une autre proposition de contrat",Assistant conducteur de travaux,En France,Occitanie,Forbat,De 50 à 249 salarié(e)s ,Non,,"Construction, BTP",4.0,Non,Non,Candidature spontanée (hors candidature via un site Internet),Autre,,Non,,1.0,,4.0,,,Oui
Homme,1882331859661130,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,4.0,5.0,Royal Canin,5 000 salarié(e)s ou plus,Oui,Mars,Informatique industrielle et technique ,Scrum Master,Oui,Industrie agroalimentaire ,,,,28000.0,Oui,38000.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,3.0,5.0,3.0,Oui,"Je pense qu'il faut toujours rechercher un autre emploi, rien que pour ajouter une corde à son arc dans la négociation de son salaire, mais au delà de ça, nous avons avec des amis de promo un projet de création d'entreprise. Si cela ne se réalise pas, j'ai aussi un projet de faire un VIE en Asie.",Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report d'une évolution de carrière|Mobilité géographique compliquée|Moins de propositions de recrutement|Changement de projet professionnel,5.0,OUI,NON,Oui
Homme,1789078845865610,Oui,,2020,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,4.0,0.0,Cabinet TRAMOY,De 10 à 19 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d'étude,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,30000.0,Non,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,4.0,3.0,5.0,2.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue|Changement de projet professionnel,4.0,,,Oui
Femme,1783483872013320,Oui,,2020,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,,,2.0,4.0,"Alispharm, en mission chez LDR/Zimmer Biomet",De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Consultante R&D dispositifs médicaux,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Divers,,,31000.0,Non,31000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,2.0,4.0,3.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Report d'une évolution de carrière|Mobilité géographique compliquée|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,4.0,,,Oui
Homme,1782332205420030,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,18.0,4.0,EGIS,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,Chargé d'études Risques Inondations et Ressources en Eau,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,34000.0,Non,34000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Femme,1789751535733900,Oui,,2020,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En thèse,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1875490711175230,Oui,,2020,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En recherche emploi,Non,3.0,Non,"Mauvaise maîtrise des techniques de recherche d'emploi (lettre de motivation,CV,entretien d'embauche...)|Manque d'expérience professionnelle|Peu d'offres d'emploi",,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chômage partiel / Réduction d'activité|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,3.0,,,Oui
Femme,1767189251615070,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,24.0,4.0,VEOLIA EAU,5 000 salarié(e)s ou plus,Oui,VEOLIA,Etudes - Conseil et expertise (autre qu'informatique),Ingénieure Études et Projets Techniques,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,38000.0,Oui,38000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,5.0,4.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité|Formation annulée ou reportée,4.0,,,Oui
Femme,1794332417128940,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,17.0,0.0,Altereo,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d'études,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,26900.0,Non,26900.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,4.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,"Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|""Missions de terrain compliquées""",4.0,,,Oui
Homme,1776621853639030,Oui,,2019,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),1.0,En France,Occitanie,,18.0,5.0,ABES,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Développeur informatique full stack,Oui,Activités informatiques et services d'information (TIC services),,"Java|""vuejs""",,26256.0,Oui,26256.0,NON,NON,OUI,OUI,Non,Quotidiennement,Quotidiennement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,non,4.0,5.0,4.0,4.0,5.0,5.0,Oui,"Partir en République Tchèque, et j'ai trouvé",Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Homme,1783679094525740,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),7.0,En France,Auvergne-Rhône-Alpes,,0.0,0.0,Laboratoire Ampere Lyon ,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur recherche et developement ,Oui,"Enseignement, recherche",,"C|C++|VHDL|""matlab""",,20364.0,Non,20364.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 4 à moins de 5 mois,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,oui,,5.0,5.0,5.0,2.0,5.0,5.0,Oui,"A la fin du CDD il va falloir rebondir, j'espère trouver des expériences a l'étranger",Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Report d'une évolution de carrière|Mobilité géographique compliquée|Moins de propositions de recrutement|Difficulté pour le stage de fin d'études|Changement de projet professionnel,5.0,,,Oui
Homme,1782921221813600,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,29.0,3.0,Next Decision,De 50 à 249 salarié(e)s ,Non,,Informatique industrielle et technique ,Consultant Data,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,33500.0,Oui,40000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,3.0,OUI,NON,Oui
Femme,1875264863971130,Oui,,2019,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,8.0,1.0,Pernod ricard ,De 50 à 249 salarié(e)s ,Oui,Pernod RICARD france,Production - Exploitation ,Responsable d'équipe de production,Non,Industrie agroalimentaire ,,,,26400.0,Oui,33000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,5.0,5.0,4.0,3.0,4.0,Oui,Car c'est un CDD,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,Oui
Homme,1766817679604640,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,16.0,5.0,Sogeti,250 à  4 999 salarié(e)s ,Oui,Capgemini,Informatique industrielle et technique ,Consultant d'application ,Oui,Activités informatiques et services d'information (TIC services),,,,35000.0,Oui,36000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,3.0,3.0,4.0,2.0,3.0,4.0,Oui,Augmentation de salaire,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,Oui
Femme,1793834699802620,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En poursuite d'études (hors thèse),,,,,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,Oui
Homme,1783679160902800,Oui,,2020,Formation initiale (hors apprentissage),Matériaux (MAT),En recherche emploi,Oui,9.0,Oui,"Manque d'expérience professionnelle|Difficulté à mettre en valeur mes compétences|""Le fait qu'en pleine crise sanitaire les recruteurs recherchent des gens avec 10 ans d'expérience""",,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,4.0,,,Oui
Femme,1793838444568620,Oui,,2018,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,20.0,1.0,APPI-Technology, Moins de 10 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieure Systèmes Embarqués Technico-Commerciale,Oui,Télécommunications,,,,29600.0,Non,29600.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),La politique globale de relations humaines dans l'entreprise ,oui,oui,4.0,5.0,4.0,3.0,5.0,3.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,3.0,,,Oui
Homme,1782336121852570,Oui,,2020,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En poursuite d'études (hors thèse),,,,,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1788636361004640,Oui,,2019,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En poursuite d'études (hors thèse),,,,,non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Poursuite étude ,Assistante qualité ,En France,Occitanie,Advini,250 à  4 999 salarié(e)s ,Oui,Advini,Industrie agroalimentaire ,3.0,Non,Non,Stage de fin d'études,L'adéquation avec un projet professionnel ,20400.0,Oui,20900.0,2.0,Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Changement de projet professionnel,5.0,,,Oui
Homme,1782336255547400,Oui,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,5.0,0.0,NGE GÉNIE CIVIL,5 000 salarié(e)s ou plus,Oui,NGE,Production - Exploitation ,Ingénieur Travaux / Études de prix,Oui,"Construction, BTP",,,,33000.0,Oui,37000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Missions modifiées|Mobilité géographique compliquée,4.0,,,Oui
Homme,1802929765219250,,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Civil work design coordinator,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1883483938739290,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,20.0,4.0,Biomet France S.A.R.L.,De 50 à 249 salarié(e)s ,Oui,Zimmer Biomet,"Qualité, sécurité, sûreté de fonctionnement ",Chargée de Réclamations Clients,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,34000.0,Oui,36700.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,non,4.0,4.0,3.0,4.0,4.0,2.0,Non,,Plutôt d'accord,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieure Qualité Opérationnelle,En France,Auvergne-Rhône-Alpes,Biomet France S.A.R.L.,De 50 à 249 salarié(e)s ,Oui,Zimmer Biomet,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,6.0,Oui,Non,Stage de fin d'études,L'adéquation avec un projet professionnel ,32000.0,Non,32000.0,2.0,Recours au télétravail|Chômage partiel / Réduction d'activité,4.0,,,Oui
Homme,1788410789193360,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En recherche emploi,Non,5.0,Oui,"Manque d'expérience professionnelle|Peu d'offres d'emploi|""Il me manque le concours de fonctionnaire.""",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Chargé d'opérations digues,En France,Pays de la Loire,EP Loire,De 20 à 49 salarié(e)s ,Non,,"Administration d'État, Collectivités territoriales, Hospitalière",12.0,Non,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,26500.0,Oui,28000.0,1.0,Recours au télétravail|Missions modifiées|Moins de propositions de recrutement|Moins d'offres d'emploi,4.0,,,Oui
Homme,1794484607320230,Oui,,2018,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,16.0,5.0,STMicroelectronics,5 000 salarié(e)s ou plus,Non,,Marketing,Product Marketing Engineer,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,40000.0,Oui,42000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Tout à fait d'accord,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1868542954030230,Oui,,2019,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,18.0,4.0,AGERIN SAS, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Chargée d'études en hydraulique et gestion des cours d'eau,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,25060.0,Oui,25200.0,NON,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,2.0,4.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1875874675172920,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,4.0,4.0,Teads ,250 à  4 999 salarié(e)s ,Oui,Altis ,Développement web ,Software engineer,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,38000.0,Non,38000.0,NON,NON,NON,NON,Oui,Souvent (plusieurs heures par semaine),Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,5.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,"Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études|Formation annulée ou reportée|""Report début stage + proposition d'embauche annulée puis re proposé au dernier moment """,4.0,OUI,NON,Oui
Homme,1789583003245020,Oui,,2020,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,6.0,0.0,DIASYs technologies,De 20 à 49 salarié(e)s ,Oui,DIASYs gmbh,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur bureau d'études mécanique,Oui,Recherche-développement scientifique,,,,31200.0,Non,31200.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,non,5.0,4.0,4.0,3.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1967772657459340,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Consultant Junior,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1757599424478080,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,0.0,2.0,Web Geo Service,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Product Owner,Oui,Activités informatiques et services d'information (TIC services),,,,42000.0,Non,42000.0,NON,NON,NON,NON,Oui,,Quotidiennement,De 1 à moins de 2 mois,"Réseau social professionnel (viadéo, Linkedln)",Le montant du salaire proposé ,oui,oui,5.0,,,5.0,,5.0,Non,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur IT,En France,Occitanie,CGI,5 000 salarié(e)s ou plus,Oui,CGI,Activités informatiques et services d'information (TIC services),36.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,32000.0,Oui,34000.0,2.0,,4.0,OUI,NON,Oui
Femme,1875955534235540,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,6.0,0.0,Laboratoires Phytogenese ,De 20 à 49 salarié(e)s ,Non,,"R&D, production et achats ",Assistante R&D et production ,Non,Industrie chimique,,,,,,,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,non,5.0,4.0,4.0,2.0,5.0,5.0,Non,,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,Missions modifiées,3.0,,,Oui
Homme,1882916932779660,Oui,,2018,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En thèse,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1783483747630930,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Mobilité géographique compliquée|Report de signature de contrat / Report d'embauche,4.0,,,Oui
