identifiant,sexe,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Quel est le poste que vous occupez?,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,temps_partiel,mois_emploi_occupe,nom_entreprise, Son site internet?,taille_entreprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,recommandation_polytech
1783551800309570,Homme,Oui,,2017,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,VSB Énergies Nouvelles,,De 50 à 249 salarié(e)s ,Oui,VSB Holding,Commercial(e) (dont ingénieur(e) d'affaire) ,Chargé d'Affaires,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Oui,30000.0,Oui,32000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,2.0,3.0,3.0,5.0,5.0,Oui,Relations humaines,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788742523348860,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,CGI,,5 000 salarié(e)s ou plus,Oui,Groupe CGI,Informatique industrielle et technique ,Consultant SAP,Oui,Activités informatiques et services d'information (TIC services),,,,29000.0,Oui,29000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,,stage de fin d'études,Les perspectives de carrière dans cette entreprise,non,oui,3.0,3.0,3.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1888636169617940,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Acelys services numériques,http://www.acelys.fr,De 50 à 249 salarié(e)s ,Oui,Acelys,Informatique industrielle et technique ,Analyste Developpeur,Oui,Activités informatiques et services d'information (TIC services),,,,28000.0,Non,28000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Sites Internet d'entreprises,Les perspectives de carrière dans cette entreprise,oui,oui,3.0,4.0,5.0,2.0,3.0,5.0,Non,S,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1776170137315530,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,5.0,LUCKYCART,http://LUCKYCART.COM,De 20 à 49 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,DATA ENGINEER,Oui,Activités informatiques et services d'information (TIC services),,,,38000.0,Oui,41000.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,4.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,OUI,"LINKEDIN, MEETUPS",Oui
1898486978428020,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,PCSOFT,https://www.pcsoft.fr/,De 50 à 249 salarié(e)s ,Non,,"Qualité, sécurité, sûreté de fonctionnement ",ingénieur développeur qualité débutant,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,30000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,oui,oui,4.0,4.0,4.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,OUI,NON,,Oui
1767833231964470,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,8.0,Aquafadas,https://www.aquafadas.com,De 50 à 249 salarié(e)s ,Oui,Rakuten,Exploitation / maintenance informatique ,Developpeur Android,Non,"Édition, audiovisuel et diffusion",,,,30800.0,Oui,32000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le lieu géographique ,oui,oui,3.0,4.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
1793984795250720,Femme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Backelite,https://www.backelite.com/fr/,5 000 salarié(e)s ou plus,Oui,Capgemini,Maîtrise d'ouvrage ,Chef de projet technique,Oui,Activités informatiques et services d'information (TIC services),,,,32960.0,Oui,33350.0,NON,NON,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,La politique globale de relations humaines dans l'entreprise ,oui,oui,4.0,4.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,OUI,NON,,Oui
1788578216657640,Femme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,CGI,http://www.cgi.com,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Développeur mobile,Oui,Activités informatiques et services d'information (TIC services),,,,28880.0,Non,28880.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,OUI,NON,,Oui
1782464366155500,Femme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,CGI Toulouse,https://www.cgi.fr/,5 000 salarié(e)s ou plus,Oui,CGI,Etudes et développement en systèmes d'information ,Ingénieur en Technologies de l'Information,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,29000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,4.0,3.0,4.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1783297984544300,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,9.0,Sopra Steria,,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Ingénieur étude et développement,Oui,Activités informatiques et services d'information (TIC services),,,,28200.0,Oui,31500.0,NON,NON,OUI,OUI,Non,Quotidiennement,Jamais,,stage de fin d'études,Le lieu géographique ,oui,oui,2.0,4.0,4.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1775503193890190,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,4.0,Sopra Steria,https://www.soprasteria.com/fr,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Ingénieur Etudes et Développement,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,30550.0,Oui,30550.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,2.0,3.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1876018957403790,Homme,Oui,,2017,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,3.0,TabMo,http://tabmo.io/,De 20 à 49 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Back-end Scala,Oui,"Édition, audiovisuel et diffusion",,,,34000.0,Non,34000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Relations personnelles,Le montant du salaire proposé ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,OUI,NON,,Oui
1798891408458220,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,CapGemini FS ,,5 000 salarié(e)s ou plus,Oui,CapGemini ,Exploitation / maintenance informatique ,,Oui,Activités informatiques et services d'information (TIC services),,,,31500.0,Non,31500.0,OUI,NON,NON,NON,Non,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,3.0,3.0,5.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
1798487317038550,Homme,Non,Marocaine,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,13.0,CGI,http://www.cgi.com,5 000 salarié(e)s ou plus,Oui,cgi,Exploitation / maintenance informatique ,Ingénieur des Technologies de l'Information,Oui,Activités informatiques et services d'information (TIC services),,,,29000.0,Non,29000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,La notoriété de l'entreprise ,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1782714871390490,Homme,Oui,,2017,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,8.0,Sopra Steria,http://www.soprasteria.com,5 000 salarié(e)s ou plus,Oui,Sopra Steria,Exploitation / maintenance informatique ,Ingénieur d'Etudes et développement,Oui,Activités informatiques et services d'information (TIC services),,,,30550.0,Oui,34100.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Quotidiennement,,Stage année césure / Contrat de professionnalisation,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,4.0,4.0,4.0,Oui,Volonté de s'orienter vers l'aspect commercial du métier.,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
1776621858821210,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,Smile,https://www.smile.eu/fr,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur d'études et développement,Oui,Activités informatiques et services d'information (TIC services),,,,29000.0,Non,29000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,De 2 à moins de 3 mois,Site Internet spécialisé dans l'emploi (dont APEC),La politique globale de relations humaines dans l'entreprise ,oui,oui,3.0,4.0,5.0,2.0,2.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
1782529422968890,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Hauts-de-France,,Non,8.0,Sopra Steria Consulting,http://www.soprasteria.com,5 000 salarié(e)s ou plus,Oui,Sopra Steria Group,Maîtrise d'ouvrage ,Consultant,Oui,Activités informatiques et services d'information (TIC services),,,,28200.0,Oui,31550.0,NON,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,5.0,4.0,4.0,2.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
1788460045238170,Homme,Non,Sénégal,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,5.0,Meritis,,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur développement,Oui,Activités financières et d'assurance,,,,38000.0,Non,38000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Moins d'un mois,Candidature spontannée,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,3.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
1777059846996580,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,2.0,Alten Sud Ouest,,5 000 salarié(e)s ou plus,Non,,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur Qualité Programme A350,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Transport,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,3.0,2.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1817047782834380,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1868316565723330,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788414806499560,Femme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,5.0,Alten ,,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,,Oui,"Sociétés de conseil, bureaux d'études",Divers,,,28000.0,Oui,28000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788468022230090,Homme,Oui,,2017,Sous contrat de professionalisation,Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,Non,6.0,INRA Montpellier,http://www.inra.fr,5 000 salarié(e)s ou plus,Oui,INRA,Recherche expérimentale ,Ingénieur d'études,Oui,Industrie agroalimentaire ,Elaboration et caractérisation des matériaux,,,26000.0,Non,26000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),De 1 à moins de 2 mois,Réseaux des anciens /association des anciens (polytech Connect),Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,3.0,2.0,4.0,5.0,Oui,Terme du CDD,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Ingénieur Etudes et Commercial,En France,ETANDEX,250 à  4 999 salarié(e)s ,Non,,"Construction, BTP",1.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),Le montant du salaire proposé ,33000.0,Oui,40000.0,0.0,3.0,,,,
1788742468660480,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,Ingenieur Developpement,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),,Mission d'intérim,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1894480386646310,Femme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En poursuite d'études (hors thèse),,,,non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1813820751836070,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,6.0,SOM Méditerranée,http://www.ortec.fr/agences/som-mediterranee-marseille/,5 000 salarié(e)s ou plus,Oui,ORTEC ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur études soudeur,Oui,"Sociétés de conseil, bureaux d'études","Energie, électronique, électrotechnique",,,31000.0,Oui,32500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1766828031937710,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En recherche emploi,Oui,Oui,Méconnaissance des débouchés possibles pour ma formation|Manque d'expérience professionnelle,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1793784660602810,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,Ingénieur Laboratoire et Qualité,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),CDD = Formation pré VIE,Assistant Laboratoire et Qualité,En France,Omerin,250 à  4 999 salarié(e)s ,Oui,Omerin,"Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",3.0,Non,Non,Candidature spontannée,L'adéquation avec un projet professionnel ,18000.0,Oui,27000.0,2.0,4.0,,,,Oui
1788410839633160,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En recherche emploi,Oui,Non,"Manque d'expérience professionnelle|""Manque d'expérience à l'étranger""",,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Employé agricole (vendanges),En France,Domaine du Pesquier, Moins de 10 salarié(e)s ,Non,,"Agriculture, sylviculture et pêche ",1.0,Non,Non,Relations personnelles,Autre,17760.0,Non,17760.0,2.0,2.0,,,,Non
1794579283898940,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,4.0,Gexpertise Monitoring ,https://gexpertise.fr/,De 20 à 49 salarié(e)s ,Oui,Gexpertise ,Production - Exploitation ,Assistant Chef de Projet,Oui,"Construction, BTP",BTP,,,33000.0,Oui,40000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),La découverte,oui,non,3.0,4.0,3.0,5.0,3.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1857533979676060,Femme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Île-de-France,,Non,4.0,Ponticelli,http://www.ponticelli.com/Front/index.php,250 à  4 999 salarié(e)s ,Oui,Groupe ponticelli frère,"Méthodes, contrôle de production, maintenance",Ingénieur soudage et contrôles,Oui,Industrie pharmaceutique,BTP,,,34000.0,Non,34000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,3.0,5.0,5.0,2.0,2.0,2.0,Oui,Je suis en CDD et de plus je n'ai pas bcp de travail alors je m'ennuie bcp,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788530287304060,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En recherche emploi,Oui,Non,"Manque d'expérience professionnelle|Formation mal, ou pas, reconnue par les employeurs|Formation inadaptée au marché de l'emploi",,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Non
1783100854322520,Femme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d'intérim,,En France,Occitanie,,Non,5.0,Airbus Defence and Space,,5 000 salarié(e)s ou plus,Oui,Airbus,Matériaux et procédés ,Ingénieur matériaux ,Oui,Autres secteurs ,,,,31800.0,Oui,33000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,4.0,4.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1767372926026850,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,2.0,Asymptote project management,http://www.asymptote.fr/fr.html,De 50 à 249 salarié(e)s ,Non,,"Administration, gestion, finance, comptabilité ",Ingénieur gestion de projet ,Oui,"Autres activités spécialisées, scientifiques et techniques",Divers,,,33000.0,Non,33000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,De 3 à moins de 4 mois,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,non,4.0,5.0,5.0,4.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1782921154332610,Homme,,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1794332564639310,Homme,Oui,,2017,Sous contrat de professionalisation,Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Systratec,https://www.systratec.com/fr/bienvenue-a-systratec/, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Mécanique,Oui,Autres secteurs ,,,,26000.0,Non,26000.0,NON,NON,NON,NON,Oui,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Candidature spontannée,L'adéquation avec un projet professionnel ,oui,oui,1.0,5.0,5.0,2.0,4.0,5.0,Oui,Réorientation vers le biomédical,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1775940845738490,Homme,,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En poursuite d'études (hors thèse),,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1857533990210840,Femme,Oui,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Altran,,5 000 salarié(e)s ou plus,,,Assistance technique,,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,40000.0,Non,40000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,1.0,4.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
