"identifiant","remuneration_annuelle_brute_avec_prime_premier_emploi","remuneration_prime","mois_emploi_occupe"
"1766825151490760",NA,29000,12
"1776551931058330",NA,30000,4
"1783551664006560",NA,27500,6
"1776106802247870",NA,27549,15
"1789582944674800",NA,27600,18
"1868183045269240",NA,28000,1
"1789471897079860",NA,46000,17
"1768183506095160",NA,28000,14
"1788692348319420",NA,30000,26
"1782332336322280",NA,28000,6
"1875368405378050",NA,28080,2
"1783483938740120",NA,28500,7
"1788636477108340",NA,30000,28
"1789246119735420",NA,28800,4
"1766816841421730",NA,28800,6
"1889245695975650",NA,28800,12
"1889477630529810",NA,31000,30
"1793840353484900",NA,29075,4
"1789034148978410",NA,32000,20
"1788460149544450",NA,31850,4
"1798760221846800",NA,29400,4
"1783429270247880",NA,29400,29
"1788522924727860",NA,32000,3
"1775569781638920",NA,32006,15
"1776106879687360",NA,29544,5
"1794385880310960",NA,50000,30
"1902847412238600",NA,30000,6
"1798527272251430",NA,30000,4
"1789312887151270",NA,33000,1
"1767362520512390",NA,30000,14
"1893840246313720",NA,30000,14
"1783039538489670",NA,30000,29
"1776166978376740",NA,30000,2
"1794775550866700",NA,31000,16
"1789139176243790",NA,33000,4
"1775873539752900",NA,30000,4
"1776106717098990",NA,31000,23
"1782332281044560",NA,30000,3
"1775951427991600",NA,32000,16
"1794332615589610",NA,32500,1
"1783165151574090",NA,32000,5
"1794332623029410",NA,30000,6
"1794332465622220",NA,30000,4
"1776177653526070",NA,30000,3
"1910645988974310",NA,30000,6
"1776167057227520",NA,30000,18
"1788460151741930",NA,30000,12
"1789425835894650",NA,30000,24
"1788410839633600",NA,30000,19
"1789312883296570",NA,32000,8
"1898752821718580",NA,30000,12
"1783100971604050",NA,32500,16
"1767473236111210",NA,34000,23
"1769007803921480",NA,32175,5
"1788516656192290",NA,30408,3
"1794292862408850",NA,30500,1
"1789751529102610",NA,32000,4
"1875338208591610",NA,33000,1
"1783045884698430",NA,34150,24
"1776167142122940",NA,33347,3
"1788516878040780",NA,30837,2
"1888410726730760",NA,31500,5
"1868316575619130",NA,31000,14
"1788692301535520",NA,31000,4
"1776102122857150",NA,31000,5
"1782921284995230",NA,37500,17
"1867472475612550",NA,31000,5
"1775569793727760",NA,31000,1
"1783236178137310",NA,31000,15
"1783103406175100",NA,35000,18
"1776166914449430",NA,33800,14
"1889049466139250",NA,34000,30
"1882421155704700",NA,36000,18
"1789582994412320",NA,31200,1
"1794635241835900",NA,31200,1
"1788410847056540",NA,38000,8
"1783110007604560",NA,32000,24
"1799331613988590",NA,36000,15
"1789471843950390",NA,35000,16
"1775265356122080",NA,32000,28
"1767641628339300",NA,38000,36
"1775789449534080",NA,35000,15
"1783103471503020",NA,35000,18
"1768183496273810",NA,32000,1
"1793784768342890",NA,33000,3
"1799024859296950",NA,32000,18
"1767189979904520",NA,32000,12
"1794581052286870",NA,33000,21
"1775263662780760",NA,33000,1
"1783551854196000",NA,32000,12
"1783429277924880",NA,34000,20
"1776106723950220",NA,35500,1
"1776091815313030",NA,32500,25
"1775955967798490",NA,32200,5
"1767828133549130",NA,35000,18
"1766828215737030",NA,32400,18
"1767189251505240",NA,38500,6
"1793786618486010",NA,32400,19
"1789196417036320",NA,34000,3
"1794332318260460",NA,32500,10
"1789139125979470",NA,32500,7
"1789312885996130",NA,32500,16
"1783239889874180",NA,33000,4
"1767833321202130",NA,32627,29
"1768367354514470",NA,36000,15
"1768549780066770",NA,37000,5
"1775264733646980",NA,35000,1
"1767472960852670",NA,33000,8
"1767641526750820",NA,35000,12
"1814011059426950",NA,33000,16
"1782520259462620",NA,33000,4
"1783165143274690",NA,33000,6
"1776106641864830",NA,34000,1
"1783429209187550",NA,33000,15
"1775951500398160",NA,33000,23
"1766816763164740",NA,49000,31
"1898618547629560",NA,33000,2
"1793841847356030",NA,33600,26
"1789078902192200",NA,36000,17
"1767638238509350",NA,33400,4
"1782917292365580",NA,36000,16
"1893834520615310",NA,36400,30
"1783483868926050",NA,34000,12
"1783551797797200",NA,37000,5
"1782392903986310",NA,34000,4
"1788523040756520",NA,34000,18
"1868316566164700",NA,34150,6
"1783679157044340",NA,34000,6
"1794381878360180",NA,35500,30
"1767473052660650",NA,36000,6
"1903737113808890",NA,34000,18
"1793786662071540",NA,37000,24
"1776621631160250",NA,34500,26
"1776091965996580",NA,36000,6
"1789078790593410",NA,37900,16
"1767833242840040",NA,35300,5
"1789078795547120",NA,37700,5
"1783174101378910",NA,34800,2
"1766816750910820",NA,34800,17
"1788522987504360",NA,35000,16
"1776170139518960",NA,37000,19
"1789139009510230",NA,35000,4
"1875976728497210",NA,36500,16
"1775413776498840",NA,35000,17
"1783101042651350",NA,35000,29
"1776167055017630",NA,40000,4
"1888522614738880",NA,37000,12
"1776166906953760",NA,35000,3
"1768549883109980",NA,35000,4
"1783429202826460",NA,35000,5
"1788742361243300",NA,35000,30
"1789078902192560",NA,35000,6
"1782779292133910",NA,35000,4
"1782529477607550",NA,35000,15
"1789312716672770",NA,35000,6
"1889471542205030",NA,35000,7
"1788520832919500",NA,35000,31
"1782911049579670",NA,35000,6
"1789078793291240",NA,35000,2
"1794628410378540",NA,35000,7
"1776091965937530",NA,41500,16
"1782335932003810",NA,42200,25
"1789583052871370",NA,37336,20
"1789312776036290",NA,35850,30
"1876502116047380",NA,42000,14
"1783865938042470",NA,36000,12
"1782650222754220",NA,38000,11
"1883558365383490",NA,39000,5
"1799416649983310",NA,40000,4
"1798527231366880",NA,39900,5
"1794043014866040",NA,36000,6
"1883173612006570",NA,36000,16
"1788410109696550",NA,36000,5
"1782327052506100",NA,36000,18
"1775956046429000",NA,40000,6
"1782332211989640",NA,45000,17
"1799286166831190",NA,55000,17
"1802846090696890",NA,39000,11
"1889250569455230",NA,36000,28
"1782332280392690",NA,40000,6
"1793993126148400",NA,36000,1
"1794332471045900",NA,39500,13
"1789139187302660",NA,39050,30
"1782333524403100",NA,38600,15
"1775956035087940",NA,40000,17
"1789798905274890",NA,37000,17
"1882337743896270",NA,37000,27
"1793834740766260",NA,37000,17
"1876551793886810",NA,37000,29
"1889471531298430",NA,37000,16
"1794681067364090",NA,37000,17
"1777070232898030",NA,46000,17
"1768549960994340",NA,39500,29
"1876551296220380",NA,37200,5
"1899261168591870",NA,50000,3
"1788522925362020",NA,42000,30
"1776695289443830",NA,38500,13
"1783100911271340",NA,37500,24
"1789034145154970",NA,37500,6
"1875268686762320",NA,40875,24
"1767650860501100",NA,37788,27
"1775951424215310",NA,38000,17
"1776167053468420",NA,40000,6
"1889798491780700",NA,38000,16
"1767472961734920",NA,38000,22
"1789196587575730",NA,50000,26
"1783101099715140",NA,41800,30
"1789743836670460",NA,38000,4
"1876019055553950",NA,45000,24
"1783551724896420",NA,40000,24
"1789078741935010",NA,41000,25
"1789081085732110",NA,40500,6
"1775411561766720",NA,38000,30
"1798487175823210",NA,43000,30
"1788410839588040",NA,45000,1
"1794779466711940",NA,38000,4
"1788753613086370",NA,44500,24
"1889201167052750",NA,38500,30
"1889049477591710",NA,40950,15
"1769007709059690",NA,39000,25
"1819583510851160",NA,42000,17
"1783100789632700",NA,42000,18
"1794779522608880",NA,40000,27
"1788692357825130",NA,40000,28
"1775570479028540",NA,40000,6
"1789139006655910",NA,40000,30
"1775419208131070",NA,42500,36
"1768555977764870",NA,40000,24
"1783871993374610",NA,50000,32
"1789139068514980",NA,42000,5
"1889078478104380",NA,40500,36
"1776102362293300",NA,44200,4
"1868453232963220",NA,43000,3
"1889078740237230",NA,45000,28
"1776170062868870",NA,42000,6
"1793841854828630",NA,42000,28
"1789312776613130",NA,46000,4
"1783483686627520",NA,43000,30
"1782326405841550",NA,47000,29
"1776242171172240",NA,47000,14
"1789582942003070",NA,46500,30
"1789420285265510",NA,46152,6
"1775955960243890",NA,49000,35
"1867918358786770",NA,57000,9
"1789312825528340",NA,75000,30
"1777070169573770",NA,50000,24
"1793993171979750",NA,50000,28
"1782588592603190",NA,50000,19
"1889138756991850",NA,60000,30
"1775574132888890",NA,56500,30
"1794970940624460",NA,60000,12
"1789412422555800",NA,67000,16
"1775574138224740",NA,65000,36
"1789420509162880",NA,90000,99
"1793786712145760",NA,60527,26
"1788460157406210",NA,61944,30
"1766809397136680",NA,73000,13
"1776019526187560",NA,92000,24
"1889637802926240",NA,NA,NA
"1866816318742650",NA,NA,NA
"1888516386797580",NA,NA,NA
"1767472964563190",NA,NA,NA
"1782917360433220",NA,NA,NA
"1867772697737120",NA,NA,NA
"1789312612262240",NA,NA,NA
"1788520557411990",NA,NA,NA
"1775263890832440",NA,NA,NA
"1783049745597310",NA,NA,NA
"1788522822411880",NA,NA,NA
"1798760358169430",NA,NA,NA
"1794680969713160",NA,NA,NA
"1776106941550150",NA,NA,NA
"1788460214031210",NA,NA,NA
"1783100971583700",NA,NA,NA
"1857534014892390",NA,NA,NA
"1767270430761410",NA,NA,1
"1782464424713140",NA,NA,NA
"1889078500658790",NA,NA,NA
"1782850372089610",NA,NA,NA
"1783045952756530",NA,NA,NA
"1788523094979770",NA,NA,NA
"1775263739634360",NA,NA,2
"1782781863093270",NA,NA,NA
"1783551729336410",NA,NA,5
"1794332474084770",NA,NA,18
"1813820724604160",NA,NA,11
"1783863356840830",NA,NA,2
"1767362688988250",NA,NA,NA
"1776693137616810",NA,NA,4
"1857617044266120",NA,NA,NA
"1769007890066910",NA,NA,NA
"1782336125656380",NA,NA,NA
"1788692303756160",NA,NA,NA
"1782981677786420",NA,NA,NA
"1883483808591720",NA,NA,NA
"1768183682286130",NA,NA,37
"1767197556980530",NA,NA,NA
"1857534014208740",NA,NA,1
"1782462477656350",NA,NA,NA
"1875637087387480",NA,NA,NA
"1789312776014120",NA,NA,NA
"1776166903795880",NA,NA,17
"1789583000484530",NA,NA,NA
"1788971386150700",NA,NA,NA
"1775878982531750",NA,NA,NA
"1906660969671130",NA,NA,NA
"1775265432851260",NA,NA,NA
"1783049746148770",NA,NA,NA
"1783492828241480",NA,NA,2
"1875368405456770",NA,NA,17
"1794332417128900",NA,NA,NA
"1783100980576070",NA,NA,NA
"1806657332370250",NA,NA,NA
"1788460155174270",NA,NA,0
"1782457986591270",NA,NA,5
"1789471843872410",NA,NA,NA
"1889086300780280",NA,NA,12
"1794680868627280",NA,NA,NA
"1767838795874690",NA,NA,NA
"1768183769929160",NA,NA,NA
"1889798503259340",NA,NA,17
"1776700489584950",NA,NA,NA
"1776106875170330",NA,NA,1
"1767828041541670",NA,NA,1
"1868183009217370",NA,NA,17
"1788801023024300",NA,NA,NA
"1794190717449370",NA,NA,NA
"1810641383272840",NA,NA,2
"1875570063107940",NA,NA,NA
"1783106099598170",NA,NA,NA
"1788405114733970",NA,NA,NA
"1882337742668140",NA,NA,NA
"1857533979692220",NA,NA,6
"1788409645804190",NA,NA,18
"1788855334679300",NA,NA,NA
"1783429203552210",NA,NA,7
"1768549870441810",NA,NA,NA
"1783101102983360",NA,NA,NA
"1894775548461870",NA,NA,NA
"1776170003449250",NA,NA,NA
"1789034148419490",NA,NA,12
"1776551933190300",NA,NA,NA
"1783483875824090",NA,NA,NA
"1782336321386440",NA,NA,NA
"1775643742622870",NA,NA,NA
"1782333641136930",NA,NA,NA
"1789139067979590",NA,NA,NA
"1775413866007720",NA,NA,NA
"1789312825527950",NA,NA,NA
"1767833324843730",NA,NA,NA
"1788410903105770",NA,NA,NA
"1782520524460350",NA,NA,NA
"1788692298639800",NA,NA,NA
"1775263748033210",NA,NA,NA
"1783101170208130",NA,NA,6
"1794775598358830",NA,NA,10
"1794775705156350",NA,NA,NA
"1768183587378060",NA,NA,NA
"1813820724920010",NA,NA,NA
"1793786869547840",NA,NA,NA
"1788639923539010",NA,NA,5
"1794385879777370",NA,NA,24
"1789139006721990",NA,NA,NA
"1783429206115370",NA,NA,NA
"1757709831693380",NA,NA,1
"1788686096893490",NA,NA,NA
"1783164883455430",NA,NA,7
"1776615819557690",NA,NA,NA
"1789034153473140",NA,NA,NA
"1776091587115730",NA,NA,NA
"1788414922713540",NA,NA,30
"1782921218686600",NA,NA,NA
"1793784758875840",NA,NA,NA
"1776621629701940",NA,NA,NA
"1882332491951520",NA,NA,NA
"1794294894017390",NA,NA,8
"1868366927126810",NA,NA,13
"1888881484098460",NA,NA,6
"1767362598779760",NA,NA,5
"1783679154622050",NA,NA,NA
"1788523044150460",NA,NA,NA
"1798487180333420",NA,NA,6
"1782529355486580",NA,NA,NA
"1789743995690810",NA,NA,18
"1776019448456150",NA,NA,19
"1767188238275670",NA,NA,NA
"1768006138489440",NA,NA,NA
"1893841522608530",NA,NA,NA
"1775503115236440",NA,NA,NA
"1775345181363770",NA,NA,10
"1783100906791020",NA,34025,27
"1767190160340410",NA,45000,18
"1776106641864830",NA,34000,13
"1799416649983310",NA,42000,15
"1775413928705090",39000,NA,NA
"1788460149544450",NA,33000,17
"1788516818654960",NA,40000,1
"1776106941550150",NA,NA,NA
"1789078789493070",35000,47800,18
"1788636361004640",24000,32000,1
"1889477070705420",42000,45000,17
"1793784715264040",41000,43000,7
"1783429202826920",25500,60000,20
"1888522868716750",NA,34500,25
"1782921165207910",NA,NA,NA
"1776106806689780",NA,42000,15
"1875264848686010",NA,48000,24
"1768549870441810",NA,44400,10
"1783049799429120",NA,34400,15
"1798885210343910",NA,40000,4
"1782333639900130",NA,27000,17
"1767641526750820",NA,42500,25
"1767918585744120",NA,NA,6
"1783100908156800",30000,39600,11
"1776167055017630",NA,35000,15
"1782457921547660",NA,25800,16
"1775413776498840",NA,40500,28
"1789582994412320",NA,38000,0
"1882337736145760",NA,40000,1
"1783100971604050",NA,33500,25
"1789312769981880",NA,40000,27
"1776695364415210",NA,NA,NA
"1882781591862140",NA,30000,8
"1788686096893490",NA,NA,6
"1794775548461870",NA,30600,3
"1775951424215310",NA,44500,29
"1783239889874180",NA,38000,4
"1902847412238600",32000,NA,NA
"1802846090696890",NA,42500,23
"1789471841659060",NA,36000,35
"1767739318980900",NA,90000,7
"1783483938740120",NA,31200,18
"1793834946036290",32000,33000,8
"1857534014208740",NA,35000,12
"1757599076417900",NA,NA,11
"1875570063107940",NA,33800,5
"1793840404062510",26400,36000,1
"1782588592603190",NA,55000,28
"1888462074344500",NA,29570,26
"1782338216762190",NA,106800,30
"1783298052833520",NA,40000,18
"1776091895895960",NA,31650,19
"1889471542205030",NA,35000,18
"1768183496273810",NA,32000,16
"1789245952283060",NA,29000,16
"1783429203552210",NA,NA,17
"1783551661470470",38000,41200,6
"1882522578241470",NA,32000,8
"1776621549469460",30000,NA,NA
"1766828308955400",NA,43000,30
"1882421155704700",35600,36000,1
"1789078846903850",NA,45000,20
"1889078477482330",NA,45000,4
"1794332417128940",29000,NA,NA
"1794775598358830",NA,30000,20
"1775257595835560",10992,12824,7
"1783872110441160",NA,NA,27
"1783103600401140",NA,27300,25
"1889086300780280",NA,NA,24
"1775417148264790",NA,65000,6
"1782327052506100",NA,36000,5
"1775873539752900",30000,42000,3
"1775875129282720",NA,38000,16
"1768549883109980",NA,40000,18
"1782921357689910",NA,41000,15
"1776167142122940",NA,33161,15
"1882325974805300",NA,46000,34
"1782338151538610",NA,30500,19
"1788410846393300",NA,28000,15
"1782921284995230",NA,40000,29
"1798983085897380",NA,42000,4
"1766816750910820",36000,41000,2
"1788855334679300",NA,NA,NA
"1769007803921480",NA,34500,18
"1776106879687360",36000,49000,1
"1798487267951360",NA,35000,28
"1782529474340130",NA,32339,5
"1768183587378060",NA,33800,9
"1788752092801610",27000,NA,NA
"1788524622250640",NA,36000,2
"1767833324843730",NA,NA,NA
"1789248290449950",NA,43000,24
"1994332188505840",NA,30000,6
"1794779420163700",24000,35000,23
"1788522928111060",NA,43000,27
"1775263662780760",NA,33000,12
"1776019526187560",NA,130000,36
"1782336321386440",NA,49000,4
"1775263748033210",NA,NA,NA
"1767828133549130",NA,37000,30
"1783679160902800",NA,NA,NA
"1783429206115370",15600,NA,NA
"1782459883226080",NA,38000,10
"1775263739634360",NA,30000,5
"1988486997812560",NA,34000,7
"1783103613768980",NA,NA,NA
"1875976728497210",NA,54000,7
"1788414696486980",29000,22000,12
"1899261173183380",NA,49000,30
"1783101039537140",NA,38000,24
"1783551660836590",NA,25200,24
"1789246007837330",NA,NA,NA
"1876551296220380",NA,37200,17
"1789578472568690",31700,34346,19
"1775713758266800",NA,34000,14
"1868316575619130",NA,34000,26
"1788522987504360",NA,38500,27
"1768549695730200",NA,33000,9
"1783429209187550",NA,37000,27
"1788516594039430",NA,21500,17
"1788530340467290",NA,54500,28
"1883558371725110",NA,40000,18
"1775417001507990",NA,NA,NA
"1767270430761410",NA,NA,12
"1794775651335950",33000,38000,23
"1767833504256240",NA,41677,17
"1883678675918150",NA,36800,5
"1767472961734920",NA,NA,30
"1789196417036320",NA,37000,15
"1776091815313030",33500,37000,8
"1776166906953760",35000,39000,1
"1802845972740320",35000,34000,7
"1789139068514980",81000,75000,9
"1793990185052440",NA,NA,NA
"1769007890066910",NA,37500,10
"1882333144986470",19236,36500,10
"1875368398704990",NA,NA,NA
"1857534014892390",NA,40000,6
"1899261178132260",NA,24108,10
"1793841853377000",NA,40000,24
"1782910863618510",32500,35503,3
"1768183597444170",38000,40000,32
"1775874372476520",NA,45000,36
"1794970940624460",NA,120000,18
"1789471732111400",NA,36000,8
"1875264073639880",NA,60000,4
"1782336121852570",NA,35500,5
"1788639923539010",NA,NA,0
"1783679154622050",NA,NA,4
"1876166559014830",36000,NA,NA
"1888410468693410",NA,38000,17
"1882529047249510",NA,42000,12
"1758627194075820",NA,34500,28
"1794282911392610",NA,26400,5
"1788520557411990",NA,NA,NA
"1767472964563190",NA,NA,NA
"1882331845956370",NA,29270,15
"1776106802247870",NA,27549,28
"1776166914449430",NA,NA,27
"1899261168591870",53000,NA,NA
"1766825151490760",NA,27900,24
"1783174101378910",NA,44000,14
"1782910866773040",NA,22392,1
"1782340107568330",NA,29900,11
"",NA,NA,NA
"",NA,NA,NA
"activité professionnelle",NA,NA,9
"1794190819221150",NA,NA,NA
"1776167060979250",NA,NA,NA
"1775570325821360",32000,NA,NA
"1789477439328400",NA,36000,4
"1782392903986310",NA,36000,16
"1888410486055440",24000,30000,12
"1882874480356570",NA,50000,13
"1783101174120860",NA,30000,8
"1783100789632700",NA,46200,40
"1894332194288450",NA,37200,29
"1794045563789280",NA,32000,16
"1789078790001190",NA,23327,11
"1775264733646980",NA,36000,12
"1789078845865610",NA,30037,16
"1776106879687060",NA,NA,NA
"1788636474868090",NA,NA,17
"1789472016543610",NA,45000,31
"1798487221646170",NA,30600,5
"1776551931058330",NA,33000,17
"1766816763108060",35800,NA,NA
"1794828417351500",NA,32000,14
"1776844335602450",NA,NA,NA
"1757709965251920",NA,NA,NA
"1794332474084770",NA,NA,8
"1783101174761720",NA,10800,26
"1788410676370390",NA,32000,30
"1793784760866090",NA,36950,15
"1775956121915440",22200,33300,17
"1775569793727760",NA,NA,4
"1776106723950220",NA,36000,12
"1782520524460350",NA,NA,NA
"1993784667149160",NA,35000,19
"1783429277924880",NA,36000,30
"1888516386797580",NA,40000,2
"1776106875170330",NA,NA,NA
"1794929082850360",NA,NA,NA
"1768183687743880",NA,23170,1
"1806661953120000",NA,44000,35
"1775955967798490",NA,35500,17
"1775503433566090",NA,24400,19
"1788409759288210",NA,36000,4
"1793840298363260",NA,NA,NA
"1759194862955800",NA,NA,NA
"1793886666618870",NA,NA,NA
"1782326986482810",NA,NA,5
"1894438782667770",NA,NA,NA
"1768376426442850",NA,34000,5
"1783174036632520",NA,27600,0
"1776166918891870",NA,NA,NA
"1798761075835810",NA,32500,4
"1782459753073150",NA,33000,2
"1783045765966630",NA,30000,6
"1775416913436200",NA,26988,1
"1783551733078500",NA,30000,6
"1799018776137710",NA,NA,4
"1794332515170520",NA,33000,5
"1782910793416910",NA,31000,1
"1982680792592360",NA,33600,5
"1776615967624050",NA,32500,6
"1776167130842340",NA,NA,NA
"1768549976234470",NA,NA,NA
"1793834940535750",28000,35000,3
"1782333585791780",NA,24000,10
"1789078745284910",NA,56452,1
"1802846057005370",NA,33000,4
"1882714390998080",NA,39000,5
"1782327180969030",NA,31000,5
"1813537651258260",NA,37000,5
"1888769142990960",NA,33000,5
"1788516712805640",NA,29000,4
"1768367355289050",NA,37000,5
"1888410724575580",NA,32000,12
"1885320206859730",NA,NA,3
"1783739765177910",NA,30800,6
"1788922307855410",NA,38400,4
"1782332138922440",NA,60000,10
"1788913169958950",NA,60000,5
"1776621626696670",NA,36500,4
"1775640549596370",NA,45000,6
"1877094908161080",NA,NA,NA
"1783049615896570",NA,33400,0
"1793846657417820",NA,32000,1
"1788753722243030",NA,NA,NA
"1793744702832620",NA,NA,NA
"1782327184903950",NA,NA,NA
"1783483805311170",NA,NA,NA
"1775570466040350",NA,NA,NA
"1767473227265950",NA,NA,NA
"1893740808924390",NA,NA,NA
"1776551641969100",NA,45000,2
"1789078901656150",NA,25500,2
"1767473227203180",18000,NA,NA
"1788516816974610",NA,33000,3
"1783230237482980",NA,NA,NA
"1789030743229360",NA,30000,4
"1767198402827670",NA,NA,NA
"1798760182039930",NA,36000,4
"1803014526671800",NA,NA,5
"1789086727323480",NA,NA,NA
"1876101860223640",NA,NA,NA
"1798577119874730",NA,NA,NA
"1910235866974290",NA,NA,NA
"1776106802172590",NA,36500,5
"1783239826629950",NA,NA,NA
"1789357184454100",NA,NA,NA
"1782972481409150",NA,NA,NA
"1883100972244180",NA,32000,4
"1788523039018810",NA,43100,5
"1793744601614180",NA,32000,1
"1788910926292640",NA,NA,NA
"1788631458472780",NA,38000,8
"1866827944275060",NA,41000,3
"1794044510266070",NA,35000,5
"1788410722857400",NA,NA,NA
"1775789583055560",NA,36000,4
"1876330727903050",NA,22100,6
"1788524678870680",NA,33000,5
"1775263820111760",NA,34000,NA
"1794385933238170",NA,NA,NA
"1868453233229430",NA,33000,6
"1794034695610840",NA,30000,5
"1767472767978110",NA,37000,4
"1783800275693910",NA,41600,5
"1782921218646700",NA,37000,5
"1789139065168940",NA,NA,NA
"1783551851050590",NA,36000,5
"1888692297779480",32400,NA,NA
"1788922030976540",NA,32000,3
"1794339395697530",NA,NA,NA
"1875976728047100",35000,26000,1
"1775947055237320",NA,27601,5
"1789134608475590",NA,NA,NA
"1789638166758090",27000,NA,NA
"1767833230934110",NA,NA,NA
"1798760313495600",NA,NA,NA
"1776106867791450",NA,34000,2
"1783551670984510",NA,NA,NA
"1875976736425980",NA,40000,3
"1782332270607280",NA,24000,3
"1867472457248930",NA,NA,6
"1776394941678550",NA,25000,4
"1776248264942090",NA,NA,NA
"1788742470427130",NA,NA,NA
"1788410609982070",NA,NA,NA
"1783486283449130",NA,33000,4
"1783101046522490",NA,NA,NA
"1775264515647930",NA,NA,NA
"1782333053477200",NA,28500,3
"1788414641969310",NA,NA,5
"1788410166432400",NA,25920,2
"1876621281945100",NA,NA,NA
"1783165148995930",NA,32500,5
"1789083266369280",NA,NA,NA
"1794332567082990",NA,36000,6
"1868316565632230",NA,34200,0
"1898571886907010",NA,NA,NA
"1793841897918010",NA,35000,5
"1794332369178990",NA,NA,NA
"1775955964081440",NA,42000,4
"1783492640861580",NA,40300,4
"1783100849747290",NA,NA,NA
"1783100785788010",NA,NA,NA
"1803013637715760",NA,40000,4
"1782921283593280",NA,44000,4
"1883551369067360",NA,NA,NA
"1782332208663190",NA,36000,5
"1788918782266590",NA,36960,4
"1767189237564080",NA,NA,6
"1783100980576070",NA,NA,NA
"1783551734409300",NA,33500,17
"1794332572090700",NA,NA,NA
"1883551376230820",NA,32500,5
"1776615757693250",NA,46700,5
"1794628360740710",NA,30110,17
"1789022859354490",NA,NA,16
"1889637802926240",NA,NA,NA
"1788410670097540",NA,31000,2
"1788969137646660",NA,NA,NA
"1776102122857150",NA,45000,15
"1788970875470830",NA,NA,NA
"1893808520575880",NA,NA,NA
"1894680637258410",NA,32000,5
"1776166903900530",NA,35644,6
"1794036588876180",NA,NA,NA
"1794775550866700",NA,35000,17
"1882331852479650",NA,29270,15
"1868316558156620",NA,35500,26
"1789471843872410",NA,NA,NA
"1783045949464470",NA,35000,1
"1789078790593410",36500,45000,6
"1888520668242630",NA,31500,18
"1814011059426950",NA,37000,28
"1976052134751140",NA,NA,NA
"1782910991646920",NA,36840,5
"1783429211757400",NA,32000,7
"1775637644878360",27000,32000,7
"1768549611635210",NA,NA,NA
"1982874439967810",NA,34500,4
"1883483808591720",NA,NA,11
"1788692359007600",31000,37000,1
"1866816318742650",NA,NA,NA
"1794096388000370",NA,33000,6
"1783429015191570",NA,37000,13
"1794043014866040",NA,40000,16
"1788460214031210",NA,15128,12
"1767473044458750",NA,32000,18
"1789034153455870",33000,NA,NA
"1889471531298430",NA,42000,28
"1783679213353430",NA,NA,NA
"1783492894845730",NA,37000,3
"1789743839991670",NA,47000,28
"1776615819557690",NA,36000,3
"1788460155174270",NA,NA,NA
"1783679157044340",NA,36000,17
"1783551790135920",NA,NA,NA
"1782392958743850",NA,36700,3
"1868316576166920",NA,35000,1
"1783103537599530",NA,37500,6
"1788522925887070",NA,NA,NA
"1882874459931870",NA,NA,NA
"1889798491780700",NA,39000,29
"1889078901898130",NA,NA,NA
"1789357128908910",NA,37000,17
"1789139125979470",NA,34000,18
"1794332471046590",NA,NA,NA
"1789583000484530",NA,NA,NA
"1776170214132840",NA,33182,18
"1789139016135670",NA,40000,28
"1968316584194070",NA,NA,30
"1782336060520780",NA,33000,5
"1794579229844380",NA,NA,NA
"1775570469927360",NA,36000,6
"1782390418773570",NA,50000,4
"1789083315570470",NA,41100,12
"1783551661470080",NA,NA,17
"1794332465622220",NA,37200,16
"1788639865433410",NA,25000,5
"1889022599956220",NA,18600,4
"1794036538541850",NA,34000,5
"1788516768288100",NA,28800,10
"1776166979781670",30600,NA,NA
"1775265432851260",NA,NA,1
"1767650767951450",NA,32000,6
"1783101102983360",NA,34000,2
"1788410785710950",NA,54000,6
"1894779226711440",NA,40000,5
"1776551933190300",NA,35000,4
"1783236178137310",NA,32000,27
"1768556234866690",NA,NA,NA
"1783298115457020",NA,NA,NA
"1793990239416050",NA,NA,0
"1776551644056160",NA,NA,NA
"1788460151741930",NA,35000,24
"1782917360433220",NA,37500,4
"1882920801202420",NA,NA,NA
"1867472484797130",NA,32000,15
"1776167057227520",NA,NA,28
"1783483872013320",NA,31000,14
"1768989176927280",NA,NA,1
"1776102362293300",45300,NA,NA
"1783551671530150",NA,NA,NA
"1783483812298950",20000,35000,6
"1794332471066140",28000,39000,20
"1793993226818980",NA,65000,18
"1907106830172250",NA,NA,NA
"1868542954030230",NA,26500,42
"1789582999876920",22000,41000,22
"1794332416683640",NA,30000,7
"1783483816110900",NA,27900,5
"1868183045269240",NA,33000,15
"1776106799883870",NA,38700,11
"1775570479028540",NA,40000,18
"1776102353371470",NA,29000,4
"1767650959122900",NA,NA,NA
"1794635241835900",NA,NA,12
"1782462477656350",NA,37000,6
"1875955534235540",NA,NA,30
"1867772697737120",NA,58000,3
"1756804520498890",NA,43000,0
"1882874485832450",40000,35000,6
"1776167053468420",40000,NA,NA
"1788692414170340",32000,50000,8
"1794539898803980",NA,NA,NA
"1768183505228300",NA,31000,25
"1798751373849170",NA,NA,0
"1889582686208820",45600,14280,12
"1767842718335200",NA,NA,7
"1857534024706770",NA,NA,NA
"1776091807833230",NA,34800,1
"1789036384610740",NA,36000,8
"1789245957768710",NA,40600,7
"1794332471045900",NA,42500,25
"1788913234316040",24000,39000,18
"1776166978376740",NA,30000,14
"1789078853684060",NA,39650,6
"1783429202826460",35000,32180,10
"1899284120369520",22000,41000,29
"1875637087387480",NA,NA,NA
"1798891452565580",NA,28800,6
"1767828128912480",NA,29900,6
"1782332277131020",NA,NA,NA
"1789139067979590",NA,NA,NA
