Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,nature_contrat,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,statut_entreprise,nb_salarie_entrprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,secteur_intervention,emploi_lie_energie_renouvelable,salaire_brut_sans_prime,prime,salaire_brut_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1776106574024290,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,6.0,5.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Développeur Fullstack,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,35000.0,Oui,35000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Relations personnelles,Sites Internet d'entreprises|Relations personnelles,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,3.0,NON,NON,Oui
Homme,1783551663284580,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,3.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Septeo,Etudes et développement en systèmes d'information ,Développeur Système d'informations,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,,Oui,,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Plateforme emploi de l'école (Poly+)|stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,5.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,OUI,OUI,Oui
Homme,1882616008509500,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,7.0,5.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,Informatique industrielle et technique ,Développeur Full Stack,Oui,Autres secteurs ,Autres secteurs ,,39000.0,Oui,42000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)",La politique de responsabilité sociétale de l'entreprise (RSE),oui,oui,4.0,5.0,5.0,4.0,5.0,4.0,Non,,Création d'entreprise/reprise d'entreprise,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,NON,NON,Oui
Homme,1903737113808890,Non,Ivoirienne,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,36.0,3.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,,Production - Exploitation ,Développeur Back-end,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,37000.0,Oui,40000.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,,stage de fin d'études,stage de fin d'études,Le lieu géographique ,oui,oui,3.0,5.0,5.0,2.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,NON,NON,Oui
Homme,1783101100330830,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,4.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,CapGemini ,,Développeur Fullstack et mobile,Oui,Autres secteurs ,Autres secteurs ,,37000.0,Non,37000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Forums/conférences au sein de l' école,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Oui
Femme,1775956035087940,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,30.0,3.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Audit ,Consultant Senior en Risques Informatiques,Oui,Autres secteurs ,Activités informatiques et services d'information (TIC services),,37200.0,Oui,42800.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,Sites Internet d'entreprises,Sites Internet d'entreprises|Candidature spontannée,Le lieu géographique ,non,non,4.0,3.0,5.0,3.0,4.0,4.0,Oui,Pour changer de secteur et booster mon salaire,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,Oui
Femme,1776695289443830,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,26.0,3.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Assistance technique,Analyste programmeure,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,39500.0,Oui,40500.0,NON,NON,NON,OUI,Oui,Rarement (quelques fois par mois),Quotidiennement,,Candidature spontannée,Candidature spontannée,promesse d'un VIE au Japon qui doit commencer en aout 2022,non,non,4.0,5.0,5.0,2.0,3.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report d'une évolution de carrière|Mobilité géographique compliquée|Prétention salariale revue,3.0,NON,NON,Oui
Homme,1875338208591610,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,20.0,2.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Capgemini ,Informatique industrielle et technique ,,Oui,Activités informatiques et services d'information (TIC services),"Industrie automobile, aéronautique, navale, ferroviaire",,33000.0,Oui,33000.0,NON,NON,OUI,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",,oui,non,4.0,2.0,5.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Annulation d'embauche,4.0,,,Oui
Homme,1783551670946510,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,1.0,Oui,"J'ai décidé de prendre 1 mois de vacances car j'en avais pas eu depuis 2 ans, j'ai vraiment commencé à chercher depuis mon retour cette semaine.",,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),"CTT (contrat de travail temporaire, mission d'intérim)",Fin de contrat ou fin de mission,Ingénieur Lean Excellence opérationnelle puis Chef de poste atelier de production,En France,Auvergne-Rhône-Alpes,Cochonou,250 à  4 999 salarié(e)s ,Oui,Industrie agroalimentaire ,18.0,Non,Non,Stage année césure/ Contrat de professionnalisation ,L'adéquation avec un projet professionnel ,27600.0,Non,27600.0,2.0,,4.0,,,Oui
Homme,1789312659404240,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,A l'étranger,,Belgique,30.0,3.0,Secteur privé,De 10 à 19 salarié(e)s ,Non,,,Embedded Software Engineer,Oui,Télécommunications,Transports (Services),,38400.0,Oui,46116.0,NON,NON,NON,NON,Non,Jamais,Quotidiennement,,Démarché(e) par un 'chasseur de têtes',"Réseau social professionnel (viadéo, Linkedln)|Démarché(e) par un 'chasseur de têtes'",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,3.0,4.0,5.0,5.0,Oui,Management ne me convient pas. Trop de changement de focus.,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Femme,1775956183971460,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,0.0,Secteur privé, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur conception et développement électronique,Oui,Recherche-développement scientifique,Recherche-développement scientifique,,31200.0,Non,31200.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),Moins d'un mois,Relations personnelles,"Réseau social professionnel (viadéo, Linkedln)|Sites Internet d'entreprises|Candidature spontannée|Relations personnelles",Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,4.0,2.0,5.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1868316566164700,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,3.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Atos,Etudes et développement en systèmes d'information ,Ingénieur d'études,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,37000.0,Oui,37500.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,Candidature spontannée,Candidature spontannée|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,OUI,NON,Oui
Homme,1783103733628220,Oui,,2021.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),"CTT (contrat de travail Temporaire, mission interim)",,En France,Auvergne-Rhône-Alpes,,2.0,1.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Danaher,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Ingénieur Assurance Qualité,Oui,Industrie pharmaceutique,Industrie pharmaceutique,,33000.0,Oui,35000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',Démarché(e) par un 'chasseur de têtes',Le lieu géographique ,oui,oui,4.0,3.0,4.0,3.0,4.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Assistant Qualité,En France,Pays de la Loire,Compagnie Fromagere de la Vallée de l'Ance,,,Industrie agroalimentaire ,6.0,Non,Non,Sites Internet d'entreprises,Autre,26000.0,Oui,28000.0,1.0,,3.0,,,
Femme,1767189237562980,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,2.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Responsable applicative et analyste décisionnel ,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,34000.0,Non,,OUI,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,"stage de fin d'études|Réseaux des anciens /association des anciens (polytech Connect)|Réseau social professionnel (viadéo, Linkedln)",Les perspectives de carrière dans cette entreprise,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée,5.0,OUI,,Oui
Homme,1767190072349610,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,A l'étranger,,Royaume-Uni,1.0,0.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Informatique industrielle et technique ,Fullstack engineer ,Oui,Autres secteurs ,Autres secteurs ,,55000.0,Non,55000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,Moins d'un mois,Réseaux des anciens /association des anciens (polytech Connect),"Réseaux des anciens /association des anciens (polytech Connect)|Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,Oui
Homme,1788692349445630,Oui,,2021.0,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,6.0,1.0,Secteur privé,De 10 à 19 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur codes et réglementation ,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,39000.0,Oui,41000.0,NON,NON,NON,OUI,Non,,,,Réseaux des anciens /association des anciens (polytech Connect),Relations personnelles,La notoriété de l'entreprise ,,,3.0,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1798751286695650,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,4.0,Non,"Manque d'expérience professionnelle|Formation mal, ou pas, reconnue par les employeurs",,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1798529116465000,Oui,,2020.0,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,16.0,0.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'études mécaniques,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Industrie automobile, aéronautique, navale, ferroviaire",,33000.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,stage de fin d'études|Sites Internet d'entreprises|Candidature spontannée|Relations personnelles,Le lieu géographique ,oui,non,3.0,4.0,5.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Chômage partiel / Réduction d'activité|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue,5.0,,,Oui
Homme,1888522643587690,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),Sans activité volontairement,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Femme,1782855605718390,Oui,,2021.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,1.0,En France,Occitanie,,1.0,1.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Egis,Etudes - Conseil et expertise (autre qu'informatique),Chargée d'étude eaux pluviales et environnement,Non,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,30500.0,Oui,33000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,stage de fin d'études|Candidature spontannée|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1793838194820330,Oui,,2021.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,4.0,En France,Île-de-France,,1.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,La compagnie française des grands vins,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Assistante qualité,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,29000.0,Non,29000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Moins d'un mois,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",Le lieu géographique ,non,oui,3.0,4.0,4.0,3.0,3.0,5.0,Oui,Car je suis en CDD jusque mi-juin,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, sans autre proposition de contrat",Chargée de missions qualité,En France,Île-de-France,Les Grands Moulins de Paris,250 à  4 999 salarié(e)s ,Oui,Industrie agroalimentaire ,13.0,Oui,Non,"Réseau social professionnel (Viadéo, Linkedln)",Autre,32000.0,Non,32000.0,1.0,Recours au télétravail,5.0,,,Oui
Homme,1789312883296570,Oui,,2019.0,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,20.0,1.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Groupe Échelle Européenne ,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur Solutions,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",,32000.0,Oui,33500.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)|Sites Internet d'entreprises|Candidature spontannée",Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,5.0,Non,,activité professionnelle,De 4 à moins de 5 mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),Fin de contrat ou fin de mission,Ingénieur conception mécanique ,En France,Occitanie,Tubesca ,250 à  4 999 salarié(e)s ,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",3.0,Oui,Non,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,30000.0,Non,30000.0,1.0,Report d'une évolution de carrière|Annulation d'embauche|Perte d'emploi / Cessation d'activité,4.0,,,Oui
Homme,1766817679604640,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,6.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,Informatique industrielle et technique ,Data Engineer,Oui,Activités informatiques et services d'information (TIC services),"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,38000.0,Oui,40000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,"Réseau social professionnel (viadéo, Linkedln)",Les perspectives de carrière dans cette entreprise,oui,oui,4.0,5.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,OUI,Oui
Homme,1782332281044560,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,,En France,Île-de-France,,16.0,0.0,Secteur public,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur de recherche,Oui,"Enseignement, recherche","Enseignement, recherche",,,Non,,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Sites Internet d'entreprises,"Réseau social professionnel (viadéo, Linkedln)|Sites Internet d'entreprises",Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,2.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées,4.0,OUI,NON,Oui
Homme,1775951427991600,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,29.0,3.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Fimalys,Informatique industrielle et technique ,Analyste développeur,Oui,Activités informatiques et services d'information (TIC services),Industrie des technologies de l'Information et de la Communication (TIC),,31000.0,Oui,33999.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)",Le lieu géographique ,oui,,3.0,4.0,4.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,NON,NON,Oui
Homme,1798487223450180,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,12.0,A l'étranger,,Pays-Bas,6.0,3.0,Secteur privé,De 10 à 19 salarié(e)s ,Non,,Informatique industrielle et technique ,Software Engineer,Non,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,30000.0,Oui,33000.0,NON,NON,OUI,OUI,Non,Jamais,Quotidiennement,,stage de fin d'études,"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Relations personnelles",Les perspectives de carrière dans cette entreprise,oui,oui,4.0,5.0,5.0,3.0,4.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,OUI,OUI,Oui
Homme,1775484945550200,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,2.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Informatique industrielle et technique ,Developpeur web full stack,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,48000.0,Oui,57000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,Relations personnelles,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,OUI,NON,Oui
Homme,1782529546349580,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,3.0,Secteur privé, Moins de 10 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur Développeur Informatique Full Stack,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,,,,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Candidature spontannée|Relations personnelles",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homme,1789078846345770,Oui,,2019.0,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,30.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,VINCI,Production - Exploitation ,Ingénieur travaux autonome ,Oui,"Construction, BTP","Construction, BTP",,,Oui,,OUI,OUI,OUI,OUI,Non,Quotidiennement,Jamais,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée",La notoriété de l'entreprise ,oui,oui,4.0,4.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Missions modifiées|Chômage partiel / Réduction d'activité|Formation annulée ou reportée,4.0,,,Oui
Femme,1782336774782570,Oui,,2019.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,13.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,,,,,OUI,,OUI,Non,Quotidiennement,,6 mois ou plus,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée",Le contenu de la mission / poste proposé,non,oui,4.0,3.0,4.0,2.0,4.0,4.0,,,activité professionnelle,6 mois ou plus,Salarié(e) du secteur privé (y compris structure associative),"CTT (contrat de travail temporaire, mission d'intérim)",Fin de contrat ou fin de mission,,En France,,,,,Autres secteurs ,,Non,,Candidature spontannée,Autre,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi,,,,
